CELL	BSC	LAI	CI	BCCH	BSIC	TCH	HOP	HSN
JMHZZP2	JMSM8B2	9858	20402	47	51	[0] 19 23 47 [2] 79	[0] ON[2] OFF	[0]52[2]11
JMHZZP3	JMSM8B2	9858	20403	35	54	[0] 35 73 78 [2] 64	[0] ON[2] OFF	[0]16[2]42
JMJCTC1	JMSM8B2	9858	65422	32	67	[0] 32 81 85 [2] 5	[0] OFF[2] OFF	[0]31[2]53
JMJCTC2	JMSM8B2	9858	65423	38	74	[0] 8 11 20 38 [2] 55	[0] ON[2] OFF	[0]27[2]38
JMJDLN1	JMSM8B2	9858	65419	52	55	[0] 9 52 86 [2] 3	[0] ON[2] OFF	[0]48[2]25
JMJDLN2	JMSM8B2	9858	23582	34	77	[0] 34 63 71 [2] 90	[0] ON[2] OFF	[0]16[2]8
JMJDLN3	JMSM8B2	9858	23583	45	30	[0] 25 28 45 66 83 [1] 1021 [2] 22 93	[0] ON[1] OFF[2] OFF	[0]49[1]32[2]14
JMJDWN1	JMSM8B2	9858	65400	40	51	[0] 40 [2] 79	[0] OFF[2] OFF	[0]55[2]45
JMJDWN2	JMSM8B2	9858	23762	35	63	[0] 35 56 [2] 17	[0] OFF[2] OFF	[0]62[2]51
JMJDWN3	JMSM8B2	9858	65402	50	73	[0] 50 71 88 [2] 24	[0] ON[2] OFF	[0]6[2]17
JMJFSG1	JMSM8B2	9858	23591	48	65	[0] 10 21 27 48 78 82 87 92 [2] 6 15 59	[0] ON[2] OFF	[0]6[2]13
JMJFSG2	JMSM8B2	9858	23592	39	20	[0] 12 25 39 61 65 72 80 [1] 1023 [2] 94	[0] ON[1] OFF[2] OFF	[0]34[1]27[2]9
JMJFSG3	JMSM8B2	9858	23593	33	56	[0] 8 17 33 55 68 85 89 [2] 1 4 74	[0] ON[2] OFF	[0]63[2]0
JMJHJG1	JMSM8B2	9858	65403	54	13	[0] 54 [2] 16	[0] OFF[2] OFF	[0]33[2]45
JMJHJG2	JMSM8B2	9858	65404	43	70	[0] 13 43 61 [2] 58	[0] ON[2] OFF	[0]34[2]25
JMJHJG3	JMSM8B2	9858	23623	50	55	[0] 18 24 50 63 71 [2] 2	[0] ON[2] OFF	[0]35[2]0
JMJHJG8	JMSM8B2	9858	65406	34	64	[0] 34 [2] 94	[0] OFF[2] OFF	[0]33[2]40
JMJHLG1	JMSM8B2	9858	65407	43	55	[0] 20 43 72 [2] 1	[0] ON[2] OFF	[0]36[2]6
JMJHLG2	JMSM8B2	9858	65408	53	34	[0] 53 60 75 [2] 14	[0] ON[2] OFF	[0]37[2]31
JMJHLG3	JMSM8B2	9858	23633	41	57	[0] 29 41 55 85 90 [1] 1020 [2] 68	[0] ON[1] OFF[2] OFF	[0]38[1]56[2]52
JMJHSN1	JMSM8B2	9858	65410	38	30	[0] 38 66 76 [2] 80	[0] ON[2] OFF	[0]39[2]52
JMJHSN2	JMSM8B2	9858	23642	52	74	[0] 8 14 52 [2] 91	[0] ON[2] OFF	[0]40[2]56
JMJHSN3	JMSM8B2	9858	65412	47	20	[0] 10 17 47 70 85 [2] 56	[0] ON[2] OFF	[0]41[2]60
JMJK829	JMSM8B2	9858	10000	9	30	[0] 9 [2] 95	[0] OFF[2] OFF	[0]11[2]11
JMJKLN1	JMSM8B2	9858	23241	44	54	[0] 16 19 26 44 67 71 76 79 [2] 2 7 11 60	[0] ON[2] OFF	[0]27[2]55
JMJKLN2	JMSM8B2	9858	23242	46	72	[0] 5 9 28 46 62 69 90 93 [2] 73 83	[0] ON[2] OFF	[0]38[2]46
JMJKLN3	JMSM8B2	9858	23243	50	25	[0] 14 21 24 30 50 [2] 87	[0] ON[2] OFF	[0]50[2]23
JMJLEX1	JMSM8B2	9858	26011	49	12	[0] 49 57 85 [2] 68	[0] ON[2] OFF	[0]31[2]23
JMJLEX2	JMSM8B2	9858	26012	38	17	[0] 13 38 77 [2] 81	[0] ON[2] OFF	[0]6[2]1
JMJLEX3	JMSM8B2	9858	26013	53	71	[0] 53 70 75 [2] 89	[0] ON[2] OFF	[0]46[2]44
JMJLIC1	JMSM8B2	9858	23231	42	73	[0] 42 [2] 30	[0] OFF[2] OFF	[0]33[2]47
JMJLIC2	JMSM8B2	9858	23232	36	56	[0] 36 [2] 73	[0] OFF[2] OFF	[0]47[2]7
JMJLIC3	JMSM8B2	9858	23233	38	72	[0] 38 [2] 22	[0] OFF[2] OFF	[0]62[2]62
JMJLTI1	JMSM8B2	9858	22301	44	12	[0] 44 59 84 [2] 78	[0] ON[2] OFF	[0]8[2]32
JMJLTI4	JMSM8B2	9858	20094	46	77	[0] 9 46 82 [2] 61	[0] ON[2] OFF	[0]46[2]57
JMJLXI1	JMSM8B2	9858	23211	37	24	[0] 37 89 94 [2] 65	[0] ON[2] OFF	[0]3[2]53
JMJLXI2	JMSM8B2	9858	23212	51	16	[0] 17 51 81 [2] 73	[0] ON[2] OFF	[0]11[2]55
JMJLXI3	JMSM8B2	9858	23213	32	41	[0] 2 32 63 [2] 83	[0] ON[2] OFF	[0]24[2]23
JMJMTS1	JMSM8B2	9858	26021	52	30	[0] 52 90 93 [2] 78	[0] ON[2] OFF	[0]6[2]31
JMJMTS2	JMSM8B2	9858	26022	45	60	[0] 19 45 57 [2] 13	[0] ON[2] OFF	[0]56[2]20
JMJMTS3	JMSM8B2	9858	26023	40	36	[0] 40 66 72 [2] 21	[0] ON[2] OFF	[0]43[2]10
JMJSBO6	JMSM8B2	9858	23666	43	76	[0] 6 43 58 78 89 [1] 1021 [2] 10 25	[0] ON[1] OFF[2] OFF	[0]22[1]5[2]61
JMJSHF1	JMSM8B2	9858	24011	44	16	[0] 1 16 44 [2] 20	[0] ON[2] OFF	[0]37[2]44
JMJSHF2	JMSM8B2	9858	24012	35	21	[0] 35 55 74 [2] 5	[0] ON[2] OFF	[0]17[2]27
JMJSHF3	JMSM8B2	9858	24013	47	40	[0] 47 71 76 [2] 11	[0] ON[2] OFF	[0]62[2]11
JMJSST4	JMSM8B2	9858	20074	42	60	[0] 20 42 61 [2] 6	[0] ON[2] OFF	[0]14[2]31
JMJTJG1	JMSM8B2	9858	23681	52	17	[0] 15 22 52 82 [2] 66	[0] ON[2] OFF	[0]53[2]25
JMJTJG2	JMSM8B2	9858	23682	32	62	[0] 4 32 56 88 92 [2] 20	[0] ON[2] OFF	[0]54[2]25
JMJTJG3	JMSM8B2	9858	23683	48	72	[0] 2 12 48 61 72 79 [1] 1023 [2] 27	[0] ON[1] OFF[2] OFF	[0]55[1]0[2]37
JMJTXA1	JMSM8B2	9858	23691	32	66	[0] 7 32 62 73 77 80 [2] 25 67	[0] ON[2] OFF	[0]56[2]31
JMJTXA2	JMSM8B2	9858	23692	38	32	[0] 20 38 88 [2] 9	[0] ON[2] OFF	[0]57[2]28
JMJTXA3	JMSM8B2	9858	23693	54	32	[0] 54 [2] 83	[0] OFF[2] OFF	[0]58[2]42
JMJTXA8	JMSM8B2	9858	23694	41	72	[0] 3 12 15 41 71 [2] 18	[0] ON[2] OFF	[0]17[2]46
JMJTXC4	JMSM8B2	9858	20104	31	32	[0] 27 31 62 [2] 1	[0] ON[2] OFF	[0]54[2]9
JMJTXG1	JMSM8B2	9858	65413	44	72	[0] 19 44 93 [2] 58	[0] ON[2] OFF	[0]43[2]36
JMJTXG2	JMSM8B2	9858	65414	32	34	[0] 32 [2] 67	[0] OFF[2] OFF	[0]61[2]41
JMJTXG3	JMSM8B2	9858	65415	40	76	[0] 40 80 [2] 75	[0] OFF[2] OFF	[0]16[2]47
JMJTXZ1	JMSM8B2	9858	23701	54	26	[0] 8 20 26 54 68 79 94 [2] 75	[0] ON[2] OFF	[0]62[2]62
JMJTXZ2	JMSM8B2	9858	23702	40	63	[0] 3 14 18 24 30 40 58 [1] 1022 [2] 63 84	[0] ON[1] OFF[2] OFF	[0]63[1]10[2]16
JMJTXZ3	JMSM8B2	9858	23703	36	67	[0] 5 10 28 36 82 86 [2] 22 56 65 70	[0] ON[2] OFF	[0]1[2]35
JMJWDG1	JMSM8B2	9858	65416	34	47	[0] 3 34 [2] 82	[0] OFF[2] OFF	[0]2[2]49
JMJWDG3	JMSM8B2	9858	23713	42	45	[0] 5 21 42 67 [2] 18	[0] ON[2] OFF	[0]4[2]44
JMJZHE1	JMSM8B2	9858	25051	34	37	[0] 34 56 60 68 90 [2] 20	[0] ON[2] OFF	[0]15[2]30
JMJZXI1	JMSM8B2	9858	25011	39	56	[0] 18 39 59 [2] 67	[0] ON[2] OFF	[0]60[2]32
JMJZXI2	JMSM8B2	9858	25012	49	14	[0] 1 23 49 64 [2] 55 91	[0] ON[2] OFF	[0]55[2]41
JMJZXI3	JMSM8B2	9858	25013	31	10	[0] 4 11 16 31 57 69 85 [2] 62 80	[0] OFF[2] OFF	[0]4[2]41
JMYJCA	JMSM8B2	NULL	NULL	NULL	NULLNULL	[0] 1	[0] OFF	[0]29
JMYJCB1	JMSM8B2	10000	10000	59	0	[0] 59	[0] OFF	[0]61
JDEBGY1	JMSM8B3	9857	30071	532	32	[0] 532 593 601 611 632 [2] 587	[0] ON[2] OFF	[0]41[2]63
JDEBGY2	JMSM8B3	9857	30072	513	11	[0] 513 555 562 573 590 [2] 550	[0] ON[2] OFF	[0]26[2]51
JDEBGY3	JMSM8B3	9857	30073	520	10	[0] 520 546 558 565 571 [2] 542	[0] ON[2] OFF	[0]12[2]40
JDEDSG1	JMSM8B3	9857	30001	533	77	[0] 533 554 579 592 599 608 617 [2] 540	[0] ON[2] OFF	[0]61[2]4
JDEDSG2	JMSM8B3	9857	30002	525	30	[0] 525 548 564 575 594 [2] 613	[0] ON[2] OFF	[0]14[2]41
JDEDSG3	JMSM8B3	9857	30003	514	71	[0] 514 570 601 606 621 627 635 [2] 610	[0] ON[2] OFF	[0]32[2]15
JDEJYI1	JMSM8B3	9857	30011	519	35	[0] 519 542 546 558 567 584 620 632 [2] 580 603	[0] ON[2] OFF	[0]4[2]38
JDEJYI2	JMSM8B3	9857	30012	527	62	[0] 527 550 563 578 589 595 [2] 571 634	[0] ON[2] OFF	[0]23[2]13
JDEJYI3	JMSM8B3	9857	30013	535	66	[0] 535 556 600 605 622 626 [2] 576 614	[0] ON[2] OFF	[0]43[2]53
JDELGB1	JMSM8B3	9857	30061	520	51	[0] 520 551 562 [2] 541	[0] ON[2] OFF	[0]8[2]48
JDELGB2	JMSM8B3	9857	30062	525	17	[0] 525 543 549 564 572 [2] 538	[0] ON[2] OFF	[0]63[2]42
JDELGB3	JMSM8B3	9857	30063	517	22	[0] 517 566 574 578 583 [2] 553	[0] ON[2] OFF	[0]55[2]37
JDEMHD1	JMSM8B3	9857	30051	537	12	[0] 537 611 621 628 633 [2] 597	[0] ON[2] OFF	[0]19[2]63
JDEMHD2	JMSM8B3	9857	30052	532	20	[0] 532 561 587 604 631 [2] 554	[0] ON[2] OFF	[0]54[2]37
JDEMHD3	JMSM8B3	9857	30053	522	14	[0] 522 569 581 585 590 [2] 547	[0] ON[2] OFF	[0]26[2]12
JDEPSI2	JMSM8B3	9857	30022	521	30	[0] 521 538 551 557 572 582 [2] 577 587	[0] ON[2] OFF	[0]37[2]23
JDEYHU1	JMSM8B3	9857	30041	529	25	[0] 529 544 549 565 574 582 591 607 612 [2] 539 586 616	[0] ON[2] OFF	[0]45[2]42
JDEYHU2	JMSM8B3	9857	30042	521	13	[0] 521 546 584 600 618 621 635 [2] 558 588 628	[0] ON[2] OFF	[0]16[2]33
JDEYHU3	JMSM8B3	9857	30043	524	67	[0] 524 595 603 609 [2] 569 626	[0] ON[2] OFF	[0]52[2]25
JDEZHL1	JMSM8B3	9857	30031	512	14	[0] 512 545 556 568 589 596 626 [2] 547	[0] ON[2] OFF	[0]19[2]17
JDEZHL2	JMSM8B3	9857	30032	518	44	[0] 518 552 558 560 619 623 630 [2] 543	[0] ON[2] OFF	[0]60[2]61
JDEZHL3	JMSM8B3	9857	30033	530	32	[0] 530 550 566 583 604 [2] 562	[0] ON[2] OFF	[0]38[2]42
JMEBGY1	JMSM8B3	9857	20581	51	31	[0] 51 [2] 90	[0] OFF[2] OFF	[0]56[2]52
JMEBGY2	JMSM8B3	9857	20582	37	46	[0] 21 37 64 70 77 [1] 1023 [2] 13 17	[0] ON[1] OFF[2] OFF	[0]11[1]10[2]33
JMEBGY3	JMSM8B3	9857	20583	48	32	[0] 26 48 82 [2] 1	[0] ON[2] OFF	[0]31[2]57
JMECHK1	JMSM8B3	9857	21001	53	35	[0] 53 [2] 5	[0] OFF[2] OFF	[0]43[2]38
JMECHK2	JMSM8B3	9857	21002	37	36	[0] 9 37 92 [2] 71	[0] ON[2] OFF	[0]54[2]18
JMECHK3	JMSM8B3	9857	21003	42	67	[0] 1 42 [2] 17	[0] OFF[2] OFF	[0]2[2]22
JMECKG1	JMSM8B3	9857	20361	35	37	[0] 35 [2] 93	[0] OFF[2] OFF	[0]9[2]53
JMECKG2	JMSM8B3	9857	20362	43	15	[0] 43 [2] 12	[0] OFF[2] OFF	[0]15[2]15
JMECKG3	JMSM8B3	9857	20363	54	22	[0] 54 [2] 71	[0] OFF[2] OFF	[0]22[2]43
JMEDCG1	JMSM8B3	9857	20371	51	73	[0] 18 30 51 69 89 [2] 25 62	[0] ON[2] OFF	[0]29[2]6
JMEDCG2	JMSM8B3	9857	20372	41	72	[0] 41 91 [2] 73	[0] OFF[2] OFF	[0]12[2]56
JMEDCG3	JMSM8B3	9857	20373	56	76	[0] 6 56 65 79 [2] 60 75	[0] ON[2] OFF	[0]17[2]13
JMEDSG1	JMSM8B3	9857	20451	33	71	[0] 9 33 74 [2] 93	[0] ON[2] OFF	[0]27[2]24
JMEDSG2	JMSM8B3	9857	20452	38	27	[0] 6 38 59 64 82 [2] 2 15 25	[0] ON[2] OFF	[0]42[2]56
JMEDSG3	JMSM8B3	9857	20453	35	44	[0] 4 11 27 35 [2] 78 88	[0] ON[2] OFF	[0]49[2]52
JMEDXN1	JMSM8B3	9857	20381	36	77	[0] 36 [2] 20	[0] OFF[2] OFF	[0]15[2]22
JMEDXN2	JMSM8B3	9857	20382	58	74	[0] 58 [2] 67	[0] OFF[2] OFF	[0]16[2]49
JMEDXN3	JMSM8B3	9857	20383	41	14	[0] 41 [2] 5	[0] OFF[2] OFF	[0]63[2]4
JMEEPG1	JMSM8B3	9857	20461	54	67	[0] 54 [2] 86	[0] OFF[2] OFF	[0]18[2]5
JMEHGT1	JMSM8B3	9857	20391	44	67	[0] 44 [1] 21 28 [2] 64	[0] OFF[1] OFF[2] OFF	[0]52[1]57[2]41
JMEHGT2	JMSM8B3	9857	20392	47	43	[0] 47 [2] 66	[0] OFF[2] OFF	[0]49[2]63
JMEHGT3	JMSM8B3	9857	20393	38	35	[0] 38 [2] 15	[0] OFF[2] OFF	[0]9[2]48
JMEJXG1	JMSM8B3	9857	20211	42	52	[0] 25 42 78 [2] 28	[0] ON[2] OFF	[0]58[2]47
JMEJXG2	JMSM8B3	9857	20212	37	56	[0] 3 11 37 [2] 80	[0] ON[2] OFF	[0]58[2]59
JMEJXG3	JMSM8B3	9857	20213	46	15	[0] 16 22 46 [2] 87	[0] OFF[2] OFF	[0]6[2]61
JMEJYI1	JMSM8B3	9857	20611	45	25	[0] 45 58 80 93 [2] 21 84	[0] ON[2] OFF	[0]51[2]55
JMEJYI2	JMSM8B3	9857	20612	48	44	[0] 26 48 86 90 [2] 5 76	[0] ON[2] OFF	[0]35[2]42
JMEJYI3	JMSM8B3	9857	20613	50	42	[0] 7 14 17 23 50 70 [1] 1020 [2] 60 63 66	[0] ON[1] OFF[2] OFF	[0]1[1]30[2]19
JMEJZI1	JMSM8B3	9857	21011	37	72	[0] 1 14 27 37 [2] 77	[0] ON[2] OFF	[0]33[2]25
JMEJZI2	JMSM8B3	9857	21012	34	55	[0] 34 55 67 74 81 87 [2] 19 64	[0] ON[2] OFF	[0]57[2]25
JMEJZI3	JMSM8B3	9857	21013	53	25	[0] 53 71 91 [2] 94	[0] ON[2] OFF	[0]18[2]12
JMELGB1	JMSM8B3	9857	20471	32	22	[0] 32 68 [2] 27	[0] OFF[2] OFF	[0]56[2]38
JMELGB2	JMSM8B3	9857	20472	37	32	[0] 3 17 37 93 [2] 71	[0] ON[2] OFF	[0]57[2]42
JMELGB3	JMSM8B3	9857	20473	48	75	[0] 9 12 48 [1] 1023 [2] 21 61	[0] ON[1] OFF[2] OFF	[0]58[1]15[2]61
JMELHY1	JMSM8B3	9857	20701	44	13	[0] 27 44 88 92 [2] 2 62	[0] ON[2] OFF	[0]58[2]52
JMELHY2	JMSM8B3	9857	20702	49	40	[0] 6 49 [2] 79 82	[0] OFF[2] OFF	[0]6[2]11
JMELHY3	JMSM8B3	9857	20703	47	65	[0] 47 77 [2] 9 30	[0] ON[2] OFF	[0]10[2]35
JMELWN1	JMSM8B3	9857	21041	38	63	[0] 38 [2] 25	[0] OFF[2] OFF	[0]44[2]24
JMELWN2	JMSM8B3	9857	21042	36	34	[0] 36 [2] 75	[0] OFF[2] OFF	[0]62[2]40
JMELWN3	JMSM8B3	9857	21043	40	45	[0] 40 [2] 29	[0] OFF[2] OFF	[0]21[2]36
JMEMHD1	JMSM8B3	9857	20491	49	50	[0] 13 49 65 77 [1] 1021 [2] 26 81 90	[0] ON[1] OFF[2] OFF	[0]11[1]55[2]25
JMEMHD2	JMSM8B3	9857	20492	46	21	[0] 46 60 71 94 [2] 7 24	[0] ON[2] OFF	[0]5[2]37
JMEMHD3	JMSM8B3	9857	20493	40	31	[0] 3 22 28 40 68 73 79 92 [2] 56 62 85	[0] ON[2] OFF	[0]30[2]23
JMEMHX1	JMSM8B3	9857	20501	43	61	[0] 10 43 75 [2] 29	[0] ON[2] OFF	[0]22[2]48
JMEMHX2	JMSM8B3	9857	20502	39	56	[0] 19 39 72 83 [2] 69 87	[0] ON[2] OFF	[0]25[2]35
JMEMHX3	JMSM8B3	9857	20503	52	67	[0] 52 91 94 [2] 5	[0] OFF[2] OFF	[0]27[2]56
JMEPSI1	JMSM8B3	9857	20511	35	15	[0] 35 63 89 92 [2] 73 80	[0] ON[2] OFF	[0]15[2]48
JMEPSI2	JMSM8B3	9857	20512	41	62	[0] 20 41 83 [2] 11	[0] ON[2] OFF	[0]16[2]59
JMEPSI3	JMSM8B3	9857	20513	51	40	[0] 4 16 25 51 61 85 [2] 13 78	[0] ON[2] OFF	[0]17[2]11
JMEPSI8	JMSM8B3	9857	20518	43	65	[0] 43 94 [2] 58 75	[0] OFF[2] OFF	[0]26[2]33
JMEPTG1	JMSM8B3	9857	20521	50	25	[0] 11 16 50 78 [2] 22	[0] ON[2] OFF	[0]24[2]58
JMEPTG2	JMSM8B3	9857	20522	33	53	[0] 30 33 69 [2] 26 84	[0] ON[2] OFF	[0]48[2]37
JMEPTG3	JMSM8B3	9857	20523	46	77	[0] 7 14 46 [2] 63	[0] OFF[2] OFF	[0]9[2]51
JMEQST1	JMSM8B3	9857	20421	50	17	[0] 8 23 26 50 75 [2] 19	[0] ON[2] OFF	[0]0[2]38
JMEQST2	JMSM8B3	9857	20422	31	43	[0] 31 61 83 [2] 94	[0] ON[2] OFF	[0]56[2]34
JMEQST3	JMSM8B3	9857	20423	46	32	[0] 3 46 68 [2] 29	[0] ON[2] OFF	[0]49[2]29
JMESQT1	JMSM8B3	9857	20431	57	13	[0] 3 7 57 [2] 75	[0] ON[2] OFF	[0]10[2]16
JMESQT2	JMSM8B3	9857	20432	39	51	[0] 39 66 86 [2] 79	[0] ON[2] OFF	[0]11[2]20
JMESQT3	JMSM8B3	9857	20433	49	52	[0] 10 24 49 [2] 17	[0] ON[2] OFF	[0]13[2]25
JMESTN1	JMSM8B3	9857	21061	52	32	[0] 52 [2] 87	[0] OFF[2] OFF	[0]47[2]36
JMESTN2	JMSM8B3	9857	21062	43	67	[0] 14 43 [2] 80	[0] OFF[2] OFF	[0]48[2]53
JMESTN3	JMSM8B3	9857	21063	36	31	[0] 23 36 [2] 6	[0] OFF[2] OFF	[0]49[2]63
JMETZG1	JMSM8B3	9857	20571	31	13	[0] 15 31 64 [2] 82	[0] ON[2] OFF	[0]7[2]52
JMETZG2	JMSM8B3	9857	20572	56	46	[0] 1 4 21 56 [2] 62 89	[0] ON[2] OFF	[0]21[2]5
JMETZG3	JMSM8B3	9857	20573	54	35	[0] 10 28 54 86 [2] 24 71	[0] ON[2] OFF	[0]36[2]23
JMEYHU1	JMSM8B3	9857	20601	32	63	[0] 26 32 55 74 [2] 62 84	[0] ON[2] OFF	[0]40[2]0
JMEYHU2	JMSM8B3	9857	20602	42	57	[0] 12 42 [2] 65 77	[0] OFF[2] OFF	[0]33[2]49
JMEYHU3	JMSM8B3	9857	20603	34	75	[0] 9 34 89 92 [2] 16 29	[0] ON[2] OFF	[0]22[2]43
JMEYWU1	JMSM8B3	9857	21071	38	77	[0] 13 38 [1] 1020 1023 [2] 79	[0] ON[1] OFF[2] OFF	[0]4[1]63[2]33
JMEYWU2	JMSM8B3	9857	21072	54	71	[0] 54 [2] 82	[0] OFF[2] OFF	[0]5[2]1
JMEYWU3	JMSM8B3	9857	21073	33	73	[0] 33 72 [2] 86	[0] OFF[2] OFF	[0]6[2]26
JMEYWU8	JMSM8B3	9857	21078	46	13	[0] 46 84 94 [2] 67	[0] ON[2] OFF	[0]63[2]24
JMEYXC1	JMSM8B3	9857	20441	58	20	[0] 4 58 70 [2] 8 85	[0] ON[2] OFF	[0]53[2]36
JMEYXC2	JMSM8B3	9857	20442	51	70	[0] 22 51 76 [2] 88	[0] ON[2] OFF	[0]33[2]28
JMEYXC3	JMSM8B3	9857	20443	39	16	[0] 5 39 74 90 [2] 2 29	[0] ON[2] OFF	[0]14[2]47
JMEYXG9	JMSM8B3	9857	20549	47	53	[0] 17 47 71 [2] 8	[0] ON[2] OFF	[0]37[2]27
JMEZHL2	JMSM8B3	9857	20552	42	51	[0] 27 42 61 69 84 87 [2] 76 91	[0] ON[2] OFF	[0]25[2]49
JMEZHL3	JMSM8B3	9857	20553	36	76	[0] 1 12 30 36 57 [1] 1021 [2] 67 89	[0] ON[1] OFF[2] OFF	[0]45[1]12[2]27
JMEZXL1	JMSM8B3	9857	20401	46	23	[0] 15 18 46 [2] 24	[0] ON[2] OFF	[0]37[2]14
JMEZXL2	JMSM8B3	9857	20402	31	23	[0] 1 13 31 [2] 20	[0] ON[2] OFF	[0]7[2]51
JMEZXL3	JMSM8B3	9857	20403	37	22	[0] 37 64 71 [2] 28	[0] ON[2] OFF	[0]42[2]25
JMJK839	JMSM8B3	9857	10000	9	30	[0] 9 [2] 95	[0] ON[2] OFF	[0]43[2]8
JMKBHE1	JMSM8B3	9857	20001	31	21	[0] 1 12 31 67 89 [2] 73	[0] ON[2] OFF	[0]7[2]8
JMKBHE2	JMSM8B3	9857	20002	37	17	[0] 37 [2] 61	[0] OFF[2] OFF	[0]3[2]12
JMKBHE3	JMSM8B3	9857	20003	55	75	[0] 9 55 [2] 83	[0] OFF[2] OFF	[0]0[2]48
JMKCKU2	JMSM8B3	9857	20352	36	60	[0] 36 [2] 90	[0] OFF[2] OFF	[0]53[2]55
JMKCSG1	JMSM8B3	9857	20011	43	26	[0] 43 [2] 81	[0] OFF[2] OFF	[0]48[2]53
JMKCSG2	JMSM8B3	9857	20012	31	75	[0] 31 [2] 70	[0] OFF[2] OFF	[0]50[2]22
JMKCSI1	JMSM8B3	9857	20021	56	31	[0] 10 56 62 84 [2] 27	[0] ON[2] OFF	[0]39[2]28
JMKCSI2	JMSM8B3	9857	20022	49	51	[0] 24 49 60 64 [2] 68 82	[0] ON[2] OFF	[0]40[2]51
JMKCSI3	JMSM8B3	9857	20023	46	33	[0] 46 94 [2] 14 22	[0] OFF[2] OFF	[0]41[2]33
JMKCSI8	JMSM8B3	9857	20028	42	34	[0] 6 42 78 [2] 74 92	[0] ON[2] OFF	[0]1[2]27
JMKCSN1	JMSM8B3	9857	20031	52	54	[0] 52 [2] 75	[0] OFF[2] OFF	[0]41[2]63
JMKCSN2	JMSM8B3	9857	20032	45	23	[0] 45 [2] 80	[0] OFF[2] OFF	[0]48[2]15
JMKCSN3	JMSM8B3	9857	20033	40	24	[0] 40 [2] 94	[0] OFF[2] OFF	[0]12[2]13
JMKCWQ1	JMSM8B3	9857	20041	49	10	[0] 23 49 [2] 29	[0] OFF[2] OFF	[0]19[2]15
JMKCWQ2	JMSM8B3	9857	20042	39	54	[0] 1 39 [2] 21	[0] OFF[2] OFF	[0]51[2]50
JMKCWQ3	JMSM8B3	9857	20043	33	51	[0] 33 65 75 82 [2] 5 60	[0] ON[2] OFF	[0]20[2]38
JMKDSN1	JMSM8B3	9857	20051	41	70	[0] 29 41 [2] 72	[0] OFF[2] OFF	[0]62[2]40
JMKDSN2	JMSM8B3	9857	20052	31	47	[0] 10 27 31 77 80 [2] 70	[0] ON[2] OFF	[0]61[2]46
JMKDSN3	JMSM8B3	9857	20053	45	33	[0] 45 89 [2] 6	[0] OFF[2] OFF	[0]61[2]61
JMKDTG1	JMSM8B3	9857	20061	42	74	[0] 42 [2] 61	[0] OFF[2] OFF	[0]28[2]20
JMKDTG2	JMSM8B3	9857	20062	56	14	[0] 23 56 [2] 14	[0] OFF[2] OFF	[0]9[2]13
JMKDTG3	JMSM8B3	9857	20063	52	72	[0] 52 81 [2] 78	[0] OFF[2] OFF	[0]55[2]28
JMKFGU1	JMSM8B3	9857	20071	48	21	[0] 48 91 [2] 85	[0] OFF[2] OFF	[0]54[2]33
JMKFGU2	JMSM8B3	9857	20072	50	37	[0] 50 [2] 21	[0] OFF[2] OFF	[0]57[2]40
JMKFGU3	JMSM8B3	9857	20073	43	62	[0] 43 [2] 29	[0] OFF[2] OFF	[0]61[2]13
JMKFLI1	JMSM8B3	9857	20631	48	50	[0] 8 48 59 [2] 14	[0] ON[2] OFF	[0]16[2]39
JMKFLI2	JMSM8B3	9857	20632	54	53	[0] 10 54 [2] 3 27	[0] OFF[2] OFF	[0]44[2]6
JMKFLI3	JMSM8B3	9857	20633	50	34	[0] 16 29 50 [2] 76	[0] ON[2] OFF	[0]9[2]38
JMKGLG1	JMSM8B3	9857	20081	58	61	[0] 23 58 85 [2] 61	[0] ON[2] OFF	[0]57[2]37
JMKGLG2	JMSM8B3	9857	20082	49	42	[0] 11 49 74 [2] 89	[0] OFF[2] OFF	[0]58[2]27
JMKGLG3	JMSM8B3	9857	20083	40	46	[0] 40 79 [2] 15	[0] OFF[2] OFF	[0]59[2]34
JMKGSN1	JMSM8B3	9857	20091	58	60	[0] 22 58 [2] 62	[0] OFF[2] OFF	[0]6[2]56
JMKGSN2	JMSM8B3	9857	20092	36	32	[0] 36 [2] 29	[0] OFF[2] OFF	[0]61[2]6
JMKGSN3	JMSM8B3	9857	20093	38	53	[0] 38 [2] 8	[0] OFF[2] OFF	[0]53[2]25
JMKHAN1	JMSM8B3	9857	20101	43	72	[0] 43 67 [2] 25	[0] OFF[2] OFF	[0]38[2]20
JMKHAN2	JMSM8B3	9857	20102	53	63	[0] 53 77 [2] 18	[0] OFF[2] OFF	[0]22[2]3
JMKHAN3	JMSM8B3	9857	20103	31	53	[0] 31 62 [2] 10	[0] OFF[2] OFF	[0]7[2]4
JMKHNH1	JMSM8B3	9857	20111	58	70	[0] 58 [2] 70	[0] OFF[2] OFF	[0]13[2]10
JMKHNH2	JMSM8B3	9857	20112	45	57	[0] 1 45 [2] 25	[0] OFF[2] OFF	[0]8[2]9
JMKHNH3	JMSM8B3	9857	20113	56	21	[0] 56 [2] 23	[0] OFF[2] OFF	[0]4[2]23
JMKHSI1	JMSM8B3	9857	20121	44	70	[0] 30 44 80 93 [2] 66	[0] ON[2] OFF	[0]1[2]33
