CELL	BSC	LAI	CI	BCCH	BSIC	TCH	HOP	HSN
JMXDDA2	JMM11B3	9292	25652	52	62	[0] 23 52 [2] 73 88	[0] OFF[2] OFF	[0]46[2]22
JMXDDA3	JMM11B3	9292	25653	32	46	[0] 3 28 32 [2] 84	[0] ON[2] OFF	[0]59[2]37
JMXDHU1	JMM11B3	9292	21991	39	17	[0] 4 13 21 39 56 73 77 [2] 27	[0] ON[2] OFF	[0]58[2]25
JMXDHU2	JMM11B3	9292	21992	49	17	[0] 49 60 68 [1] 0 [2] 9 85	[0] ON[1] OFF[2] OFF	[0]25[1]4[2]18
JMXDHU3	JMM11B3	9292	21993	47	67	[0] 2 6 19 47 66 88 92 [2] 58	[0] ON[2] OFF	[0]27[2]59
JMXDJO1	JMM11B3	9292	22601	41	54	[0] 9 41 90 [2] 21 66 75	[0] ON[2] OFF	[0]40[2]54
JMXDJO2	JMM11B3	9292	22602	51	36	[0] 51 60 [1] 1021 [2] 69 78 87	[0] OFF[1] OFF[2] OFF	[0]61[1]17[2]59
JMXDJO3	JMM11B3	9292	22603	48	14	[0] 48 80 [2] 14 85	[0] OFF[2] OFF	[0]63[2]50
JMXDJO4	JMM11B3	9292	22604	31	51	[0] 10 23 31 62 74 [2] 92	[0] ON[2] OFF	[0]60[2]50
JMXDJO8	JMM11B3	9292	22608	36	65	[0] 17 36 58 73 93 [2] 29	[0] ON[2] OFF	[0]53[2]53
JMXDQG1	JMM11B3	9292	21721	34	16	[0] 8 34 57 61 80 83 [1] 1023 [2] 20 71 91	[0] ON[1] OFF[2] OFF	[0]14[1]22[2]63
JMXDQG2	JMM11B3	9292	21722	49	25	[0] 2 14 22 49 59 75 89 [2] 26 67 85	[0] ON[2] OFF	[0]5[2]3
JMXDQG3	JMM11B3	9292	21723	44	24	[0] 1 16 28 44 76 [2] 12 65 88	[0] ON[2] OFF	[0]6[2]2
JMXDQG8	JMM11B3	9292	21728	45	42	[0] 6 10 18 25 45 55 63 69 94 [2] 79	[0] ON[2] OFF	[0]48[2]20
JMXDQG9	JMM11B3	9292	21729	38	13	[0] 23 29 38 66 [1] 1020 [2] 13	[0] ON[1] OFF[2] OFF	[0]33[1]52[2]8
JMXDSD1	JMM11B3	9292	20001	36	46	[0] 26 36 [2] 63	[0] OFF[2] OFF	[0]61[2]19
JMXDSD2	JMM11B3	9292	20002	42	60	[0] 42 65 [2] 11	[0] ON[2] OFF	[0]1[2]2
JMXDSD3	JMM11B3	9292	20003	46	17	[0] 22 46 89 [2] 77	[0] ON[2] OFF	[0]6[2]36
JMXDSD8	JMM11B3	9292	20004	52	65	[0] 52 [2] 80	[0] ON[2] OFF	[0]12[2]46
JMXDWD1	JMM11B3	9292	20101	37	32	[0] 16 28 37 72 81 [2] 11	[0] ON[2] OFF	[0]56[2]18
JMXDWD2	JMM11B3	9292	20102	39	47	[0] 5 39 55 59 [2] 2 69 79 88	[0] ON[2] OFF	[0]32[2]55
JMXDWD3	JMM11B3	9292	20103	50	63	[0] 14 50 85 [1] 0 [2] 8 24	[0] ON[1] OFF[2] OFF	[0]17[1]48[2]29
JMXDXG1	JMM11B3	9292	20961	48	23	[0] 23 48 69 87 [2] 79 84	[0] ON[2] OFF	[0]41[2]20
JMXDXG2	JMM11B3	9292	20962	43	13	[0] 12 18 43 74 82 [1] 1020 [2] 58 62	[0] ON[1] OFF[2] OFF	[0]52[1]13[2]53
JMXDXG3	JMM11B3	9292	20963	51	20	[0] 51 67 [2] 21	[0] OFF[2] OFF	[0]33[2]31
JMXGRL1	JMM11B3	9292	20551	47	35	[0] 26 47 [2] 82 86	[0] OFF[2] OFF	[0]59[2]52
JMXGRL2	JMM11B3	9292	20552	43	12	[0] 5 43 [2] 67	[0] OFF[2] OFF	[0]30[2]28
JMXGRL3	JMM11B3	9292	20553	51	47	[0] 3 51 72 91 [2] 9 77	[0] ON[2] OFF	[0]59[2]9
JMXGSJ1	JMM11B3	9292	20759	33	35	[0] 11 33 [2] 5 89	[0] OFF[2] OFF	[0]51[2]28
JMXHLI1	JMM11B3	9292	20431	37	60	[0] 28 37 [2] 18 60	[0] OFF[2] OFF	[0]12[2]31
JMXHLI3	JMM11B3	9292	20433	44	42	[0] 44 56 [2] 4 86	[0] OFF[2] OFF	[0]29[2]43
JMXHLI9	JMM11B3	9292	20439	35	13	[0] 35 62 84 [2] 6	[0] ON[2] OFF	[0]31[2]0
JMXJDA1	JMM11B3	9292	20841	37	63	[0] 18 29 37 [2] 14	[0] ON[2] OFF	[0]8[2]39
JMXJDA2	JMM11B3	9292	20842	41	43	[0] 41 57 63 66 72 91 [2] 9 23 81	[0] ON[2] OFF	[0]17[2]31
JMXJDA3	JMM11B3	9292	20843	45	64	[0] 25 45 71 76 [2] 79 83	[0] ON[2] OFF	[0]21[2]24
JMXJDA8	JMM11B3	9292	20848	52	51	[0] 52 60 68 [2] 21	[0] ON[2] OFF	[0]63[2]45
JMXJMJ1	JMM11B3	9292	22931	54	20	[0] 54 93 [2] 13 23 64 90	[0] OFF[2] OFF	[0]34[2]18
JMXJMJ2	JMM11B3	9292	22932	32	54	[0] 27 32 80 [2] 15 62	[0] ON[2] OFF	[0]25[2]21
JMXJMJ3	JMM11B3	9292	22933	40	60	[0] 1 7 21 40 75 84 [2] 67 88	[0] ON[2] OFF	[0]55[2]9
JMXJTN1	JMM11B3	9292	22921	49	72	[0] 20 24 29 49 63 89 [1] 1020 [2] 17 56 73	[0] ON[1] OFF[2] OFF	[0]35[1]26[2]24
JMXJTN2	JMM11B3	9292	22922	46	75	[0] 3 46 [2] 14 26 59 87	[0] OFF[2] OFF	[0]20[2]21
JMXJTN3	JMM11B3	9292	22923	41	11	[0] 41 61 65 69 75 82 [2] 12 22	[0] ON[2] OFF	[0]23[2]60
JMXJTN9	JMM11B3	9292	22929	53	11	[0] 1 7 53 [2] 93	[0] ON[2] OFF	[0]2[2]60
JMXKSS1	JMM11B3	9292	20421	33	51	[0] 12 29 33 81 90 [2] 3	[0] ON[2] OFF	[0]45[2]39
JMXKSS2	JMM11B3	9292	20422	31	43	[0] 31 94 [1] 1021 [2] 67 78	[0] OFF[1] OFF[2] OFF	[0]21[1]46[2]45
JMXKSS3	JMM11B3	9292	20423	40	61	[0] 40 [2] 1	[0] ON[2] OFF	[0]62[2]8
JMXLSL1	JMM11B3	9292	20321	43	36	[0] 9 25 29 43 67 94 [2] 21 87	[0] ON[2] OFF	[0]6[2]3
JMXLSL2	JMM11B3	9292	20322	45	12	[0] 10 45 58 61 78 83 92 [1] 1022 [2] 17 71	[0] ON[1] OFF[2] OFF	[0]7[1]43[2]37
JMXLSL3	JMM11B3	9292	20323	36	41	[0] 4 7 23 36 [2] 15 56 64 90	[0] ON[2] OFF	[0]8[2]2
JMXLXH2	JMM11B3	9292	25602	46	56	[0] 46 80 85 [2] 28 63 72	[0] ON[2] OFF	[0]15[2]60
JMXLXH3	JMM11B3	9292	25603	48	37	[0] 2 48 60 87 [1] 1022 [2] 13 30 74	[0] ON[1] OFF[2] OFF	[0]10[1]43[2]61
JMXNYL1	JMM11B3	9292	20651	36	26	[0] 36 [2] 8 13	[0] OFF[2] OFF	[0]39[2]12
JMXNYL2	JMM11B3	9292	20652	31	53	[0] 28 31 57 [1] 1023 [2] 4 90	[0] ON[1] OFF[2] OFF	[0]40[1]56[2]13
JMXNYL3	JMM11B3	9292	20653	38	61	[0] 25 38 55 64 93 [2] 83 87	[0] ON[2] OFF	[0]41[2]6
JMXQJG1	JMM11B3	9292	20801	47	20	[0] 3 6 47 [2] 20	[0] ON[2] OFF	[0]14[2]63
JMXQJG2	JMM11B3	9292	20802	49	33	[0] 26 49 74 [2] 9	[0] ON[2] OFF	[0]8[2]60
JMXQJG3	JMM11B3	9292	20803	43	32	[0] 43 87 91 [2] 57	[0] ON[2] OFF	[0]3[2]58
JMXRML1	JMM11B3	9292	20401	47	66	[0] 4 7 10 13 27 47 58 92 [1] 1022 [2] 74 77 86	[0] ON[1] OFF[2] OFF	[0]47[1]10[2]51
JMXRML2	JMM11B3	9292	20402	33	25	[0] 33 60 68 70 [2] 11 94	[0] ON[2] OFF	[0]52[2]35
JMXRYQ1	JMM11B3	9292	21501	34	62	[0] 34 [2] 23	[0] OFF[2] OFF	[0]15[2]10
JMXRYQ2	JMM11B3	9292	21502	37	26	[0] 37 86 [2] 79 82	[0] OFF[2] OFF	[0]44[2]41
JMXSZC1	JMM11B3	9292	20021	50	73	[0] 21 24 50 [2] 15	[0] ON[2] OFF	[0]54[2]3
JMXSZC2	JMM11B3	9292	20022	42	52	[0] 30 42 69 84 [2] 6 87	[0] ON[2] OFF	[0]37[2]52
JMXSZC3	JMM11B3	9292	20023	39	53	[0] 2 9 28 39 66 [2] 61	[0] ON[2] OFF	[0]19[2]38
JMXWMD1	JMM11B3	9292	20731	32	10	[0] 7 19 22 29 32 63 67 [2] 89	[0] ON[2] OFF	[0]38[2]61
JMXWMD2	JMM11B3	9292	20732	40	71	[0] 4 11 40 73 [2] 17 85	[0] ON[2] OFF	[0]43[2]7
JMXWMD3	JMM11B3	9292	20733	35	14	[0] 24 35 65 69 [2] 14 79	[0] ON[2] OFF	[0]44[2]61
JMXWMD8	JMM11B3	9292	20738	45	65	[0] 45 56 75 81 87 [1] 1020 [2] 1 93	[0] ON[1] OFF[2] OFF	[0]31[1]20[2]31
JMXXHJ9	JMM11B3	9292	20749	52	22	[0] 29 52 57 [2] 19	[0] ON[2] OFF	[0]57[2]58
JMXYFN1	JMM11B3	9292	20411	50	24	[0] 50 [2] 4	[0] OFF[2] OFF	[0]43[2]53
JMXYFN3	JMM11B3	9292	20413	46	26	[0] 46 [2] 27	[0] OFF[2] OFF	[0]16[2]2
JMXYGY4	JMM11B3	9292	20344	54	56	[0] 54 73 93 [2] 27	[0] ON[2] OFF	[0]16[2]34
JMXYHU1	JMM11B3	9292	20351	45	56	[0] 3 8 14 21 24 30 45 70 84 94 [2] 66 87	[0] ON[2] OFF	[0]15[2]54
JMXYHU2	JMM11B3	9292	20352	51	12	[0] 10 26 51 55 68 72 95 [1] 1022 [2] 18 60 64 75	[0] ON[1] OFF[2] OFF	[0]16[1]50[2]43
JMXYHU3	JMM11B3	9292	20353	33	67	[0] 6 12 16 28 33 78 97 [1] 1020 [2] 1 62 83 89	[0] ON[1] OFF[2] OFF	[0]34[1]4[2]39
JMXYTS1	JMM11B3	9292	20371	35	47	[0] 20 35 58 [2] 77	[0] ON[2] OFF	[0]47[2]37
JMXYTS2	JMM11B3	9292	20372	40	74	[0] 40 61 65 [2] 91	[0] ON[2] OFF	[0]11[2]4
JDTDHU1	JMM11B4	9855	30531	517	13	[0] 517 536 545 558 575 587 [2] 581 597	[0] ON[2] OFF	[0]22[2]27
JDTDSN1	JMM11B4	9855	30551	523	34	[0] 523 542 576 580 587 619 [2] 605 614 623 628	[0] ON[2] OFF	[0]60[2]6
JDTFDC1	JMM11B4	9855	31341	525	16	[0] 525 543 559 578 588 608 618 [2] 622	[0] ON[2] OFF	[0]40[2]41
JDTFDC2	JMM11B4	9855	30542	516	75	[0] 516 545 552 582 590 630 [2] 595 625	[0] ON[2] OFF	[0]28[2]47
JDTFDC3	JMM11B4	9855	30543	532	60	[0] 532 547 561 573 580 585 600 606 611 633 [2] 615 620	[0] ON[2] OFF	[0]5[2]26
JDTFST1	JMM11B4	9855	30561	512	65	[0] 512 540 551 574 581 597 602 607 612 629 [2] 616 624	[0] ON[2] OFF	[0]51[2]14
JDTFST2	JMM11B4	9855	30562	526	51	[0] 526 542 548 553 558 577 587 591 610 635 [2] 627 631	[0] ON[2] OFF	[0]16[2]48
JDTFST3	JMM11B4	9855	31323	533	55	[0] 533 538 545 560 569 589 593 605 620 [2] 633	[0] ON[2] OFF	[0]37[2]1
JDTHDC1	JMM11B4	9855	30581	535	37	[0] 535 549 555 565 574 582 [2] 594 602	[0] ON[2] OFF	[0]60[2]35
JDTHDC2	JMM11B4	9855	30582	531	34	[0] 531 596 604 610 616 624 [2] 628 634	[0] ON[2] OFF	[0]47[2]24
JDTHDC3	JMM11B4	9855	33183	512	66	[0] 512 541 553 557 561 569 580 584 590 [2] 599	[0] ON[2] OFF	[0]8[2]37
JDTNAO1	JMM11B4	9855	30591	525	45	[0] 525 538 543 550 581 588 595 609 616 [2] 620 625 632	[0] ON[2] OFF	[0]46[2]19
JDTQTU1	JMM11B4	9855	30601	525	21	[0] 525 538 544 548 578 587 592 601 612 629 [2] 619 623	[0] ON[2] OFF	[0]47[2]57
JDTQTU2	JMM11B4	9855	30602	527	55	[0] 527 551 568 576 [2] 617 626	[0] ON[2] OFF	[0]28[2]41
JDTQTU3	JMM11B4	9855	30603	521	36	[0] 521 562 597 [2] 605 614 635	[0] ON[2] OFF	[0]10[2]26
JDTTGU1	JMM11B4	9855	30621	523	63	[0] 523 539 550 554 564 569 575 593 599 [2] 603 613 627	[0] ON[2] OFF	[0]42[2]17
JDTWFZ1	JMM11B4	9855	30631	527	50	[0] 527 545 556 563 570 576 585 598 611 623 [2] 603 618	[0] ON[2] OFF	[0]13[2]55
JDTWFZ2	JMM11B4	9855	31962	536	40	[0] 536 550 559 574 582 [2] 590	[0] ON[2] OFF	[0]14[2]44
JDTWFZ3	JMM11B4	9855	30633	519	65	[0] 519 541 547 561 605 633 [2] 613 627	[0] ON[2] OFF	[0]45[2]28
JKSMK49	JMM11B4	9855	10000	9	30	[0] 9 [2] 95	[0] OFF[2] OFF	[0]63[2]61
JMTCCG1	JMM11B4	9855	22461	59	62	[0] 5 59	[0] OFF	[0]37
JMTCCG2	JMM11B4	9855	22462	37	35	[0] 16 37 49 86 [2] 76	[0] ON[2] OFF	[0]55[2]24
JMTCCG3	JMM11B4	9855	22463	31	71	[0] 3 31 91 [2] 74	[0] ON[2] OFF	[0]10[2]5
JMTCDG1	JMM11B4	9855	21381	58	24	[0] 11 58 91 [2] 88	[0] ON[2] OFF	[0]26[2]21
JMTCDG2	JMM11B4	9855	21382	52	16	[0] 52 82 [2] 29	[0] OFF[2] OFF	[0]20[2]8
JMTCDG3	JMM11B4	9855	21383	38	50	[0] 38 [2] 76	[0] OFF[2] OFF	[0]10[2]45
JMTCHS1	JMM11B4	9855	20561	31	56	[0] 15 31 64 78 85 91 [2] 69 94	[0] ON[2] OFF	[0]23[2]12
JMTCHS2	JMM11B4	9855	20562	54	12	[0] 54 [2] 3 21	[0] OFF[2] OFF	[0]52[2]22
JMTCHS3	JMM11B4	9855	20563	51	51	[0] 18 51 67 [2] 81	[0] ON[2] OFF	[0]18[2]34
JMTCWC1	JMM11B4	9855	30611	37	77	[0] 37 [2] 90	[0] OFF[2] OFF	[0]20[2]51
JMTCWC2	JMM11B4	9855	30612	32	77	[0] 32 [2] 88	[0] OFF[2] OFF	[0]45[2]32
JMTCWC3	JMM11B4	9855	30613	59	77	[0] 59 [2] 13	[0] OFF[2] OFF	[0]7[2]14
JMTCWN1	JMM11B4	9855	22511	35	46	[0] 35 63 75 [2] 82	[0] ON[2] OFF	[0]2[2]28
JMTCWN2	JMM11B4	9855	22512	47	75	[0] 47 [2] 8	[0] OFF[2] OFF	[0]61[2]41
JMTCWN3	JMM11B4	9855	22513	56	40	[0] 56 [2] 3	[0] OFF[2] OFF	[0]57[2]55
JMTCXI1	JMM11B4	9855	63661	57	62	[0] 57 70 [2] 82	[0] OFF[2] OFF	[0]24[2]33
JMTCXI2	JMM11B4	9855	21252	53	62	[0] 53 90 [2] 78	[0] ON[2] OFF	[0]44[2]13
JMTCXI3	JMM11B4	9855	21253	47	62	[0] 12 18 21 24 47 60 64 68 76 [2] 84	[0] ON[2] OFF	[0]1[2]43
JMTDBS1	JMM11B4	9855	63651	29	65	[0] 17 29	[0] OFF	[0]36
JMTDBS2	JMM11B4	9855	21402	34	65	[0] 9 34 [2] 2 90	[0] OFF[2] OFF	[0]11[2]24
JMTDBS3	JMM11B4	9855	63653	52	65	[0] 20 52 71 [2] 85	[0] ON[2] OFF	[0]40[2]7
JMTDHU1	JMM11B4	9855	21201	36	56	[0] 3 5 7 12 16 23 28 36 55 61 [2] 68 81	[0] ON[2] OFF	[0]40[2]27
JMTDHU2	JMM11B4	9855	21202	42	66	[0] 26 42 70 75 [2] 30 84	[0] ON[2] OFF	[0]41[2]58
JMTDHU3	JMM11B4	9855	21203	58	73	[0] 10 14 58 79 94 [2] 20 91	[0] ON[2] OFF	[0]42[2]51
JMTDJD9	JMM11B4	9855	23304	44	40	[0] 8 14 44 [2] 26	[0] ON[2] OFF	[0]46[2]4
JMTDLG1	JMM11B4	9855	21001	45	37	[0] 45 72 88 [2] 9	[0] ON[2] OFF	[0]36[2]23
JMTDLG2	JMM11B4	9855	21002	51	26	[0] 51 66 80 [2] 29	[0] ON[2] OFF	[0]29[2]18
JMTDSE1	JMM11B4	9855	20481	31	22	[0] 9 12 31 64 72 79 [2] 1 19	[0] ON[2] OFF	[0]9[2]28
JMTDSE2	JMM11B4	9855	20482	36	61	[0] 36 [2] 86	[0] OFF[2] OFF	[0]51[2]45
JMTDSE3	JMM11B4	9855	20483	38	41	[0] 14 38 [2] 91	[0] OFF[2] OFF	[0]30[2]14
JMTDSN1	JMM11B4	9855	20491	40	53	[0] 6 18 21 24 29 40 66 69 75 93 [2] 59 89	[0] ON[2] OFF	[0]49[2]58
JMTDSN2	JMM11B4	9855	20492	50	45	[0] 27 50 83 [2] 16	[0] ON[2] OFF	[0]50[2]30
JMTDSN3	JMM11B4	9855	20493	32	76	[0] 32 71 [2] 81	[0] OFF[2] OFF	[0]51[2]57
JMTDSN8	JMM11B4	9855	20498	52	37	[0] 52 73 [2] 78	[0] OFF[2] OFF	[0]46[2]1
JMTDWA1	JMM11B4	9855	23211	34	25	[0] 14 34 55 [2] 5	[0] ON[2] OFF	[0]11[2]19
JMTDWA2	JMM11B4	9855	23212	49	77	[0] 49 61 71 [2] 57	[0] ON[2] OFF	[0]34[2]45
JMTDWA3	JMM11B4	9855	23213	44	27	[0] 22 28 44 [2] 9	[0] ON[2] OFF	[0]58[2]8
JMTDWN1	JMM11B4	9855	21951	43	75	[0] 14 17 30 43 [2] 63 84	[0] ON[2] OFF	[0]58[2]63
JMTDWN2	JMM11B4	9855	21952	54	43	[0] 3 12 23 54 60 [2] 28	[0] ON[2] OFF	[0]59[2]38
JMTDWN3	JMM11B4	9855	21953	56	10	[0] 56 [2] 90	[0] OFF[2] OFF	[0]60[2]2
JMTDWN8	JMM11B4	9855	21958	38	42	[0] 1 25 38 87 [2] 5 8	[0] ON[2] OFF	[0]51[2]18
JMTDWQ1	JMM11B4	9855	20651	42	35	[0] 42 73 82 93 [2] 20 26	[0] ON[2] OFF	[0]14[2]2
JMTDWQ2	JMM11B4	9855	20652	53	13	[0] 4 22 53 65 77 87 [2] 18 62	[0] ON[2] OFF	[0]26[2]15
JMTDWQ3	JMM11B4	9855	20653	40	61	[0] 40 [2] 30	[0] OFF[2] OFF	[0]39[2]17
JMTFDC1	JMM11B4	9855	21341	54	60	[0] 54 [2] 80	[0] ON[2] OFF	[0]6[2]52
JMTFDC2	JMM11B4	9855	21342	50	60	[0] 1 4 10 16 28 50 [2] 60 76 88	[0] ON[2] OFF	[0]2[2]8
JMTFDC3	JMM11B4	9855	21343	46	60	[0] 6 12 24 29 46 [1] 1023 [2] 72 84	[0] ON[1] OFF[2] OFF	[0]63[1]15[2]48
JMTFDC8	JMM11B4	9855	21348	58	73	[0] 58 [1] 1021 [2] 81 86	[0] ON[1] OFF[2] OFF	[0]6[1]1[2]55
JMTFGG1	JMM11B4	9855	21411	48	75	[0] 48 93 [2] 67	[0] OFF[2] OFF	[0]5[2]29
JMTFGG2	JMM11B4	9855	21412	32	31	[0] 32 [2] 13	[0] OFF[2] OFF	[0]20[2]45
JMTFGG3	JMM11B4	9855	21413	56	30	[0] 56 [2] 78	[0] OFF[2] OFF	[0]7[2]45
JMTFJG1	JMM11B4	9855	21021	40	72	[0] 40 [2] 1	[0] OFF[2] OFF	[0]52[2]15
JMTFJG2	JMM11B4	9855	21022	37	75	[0] 37 [2] 92	[0] OFF[2] OFF	[0]5[2]16
JMTFJG3	JMM11B4	9855	21023	32	61	[0] 32 [2] 73	[0] OFF[2] OFF	[0]23[2]25
JMTFSI1	JMM11B4	9855	23031	53	74	[0] 53 [2] 4	[0] OFF[2] OFF	[0]9[2]44
JMTFSI2	JMM11B4	9855	23032	44	51	[0] 15 44 94 [2] 22	[0] ON[2] OFF	[0]10[2]61
JMTFSI3	JMM11B4	9855	23033	42	63	[0] 25 42 62 [2] 74 82	[0] ON[2] OFF	[0]11[2]33
JMTFST1	JMM11B4	9855	21321	41	66	[0] 8 29 41 64 79 [2] 26	[0] ON[2] OFF	[0]12[2]10
JMTFST2	JMM11B4	9855	21322	35	65	[0] 4 15 35 66 72 [2] 77	[0] ON[2] OFF	[0]13[2]61
JMTFWN1	JMM11B4	9855	21711	54	40	[0] 12 30 54 [2] 27	[0] ON[2] OFF	[0]14[2]47
JMTFWN2	JMM11B4	9855	21712	49	63	[0] 49 71 [2] 20	[0] OFF[2] OFF	[0]15[2]13
JMTFWN3	JMM11B4	9855	21713	52	77	[0] 14 52 65 [2] 94	[0] ON[2] OFF	[0]16[2]10
JMTGGN1	JMM11B4	9855	63681	42	55	[0] 42 62 76 [2] 14	[0] ON[2] OFF	[0]0[2]14
JMTGGN2	JMM11B4	9855	20592	48	55	[0] 11 26 48 [2] 2	[0] ON[2] OFF	[0]0[2]59
JMTGGN3	JMM11B4	9855	63683	45	21	[0] 12 45 83 [2] 74	[0] ON[2] OFF	[0]0[2]26
JMTGWN1	JMM11B4	9855	63671	52	71	[0] 20 27 52 60 73 77 83 [2] 68	[0] ON[2] OFF	[0]31[2]60
JMTGWN2	JMM11B4	9855	63672	58	47	[0] 8 22 58 64 79 86 90 [2] 88	[0] ON[2] OFF	[0]60[2]63
JMTGWN3	JMM11B4	9855	20613	47	61	[0] 1 16 24 47 72 [2] 12	[0] ON[2] OFF	[0]26[2]27
JMTGWN8	JMM11B4	9855	63678	50	61	[0] 30 50 66 74 92 [2] 4	[0] ON[2] OFF	[0]45[2]27
JMTGYS1	JMM11B4	9855	20601	46	62	[0] 4 15 26 46 59 74 94 [2] 83	[0] ON[2] OFF	[0]29[2]48
JMTGYS2	JMM11B4	9855	64042	57	71	[0] 24 29 57 63 70 [2] 81	[0] ON[2] OFF	[0]42[2]17
JMTGYS3	JMM11B4	9855	64043	51	72	[0] 2 8 13 16 20 51 66 75 85 91 [1] 1022 [2] 61	[0] ON[1] OFF[2] OFF	[0]56[1]54[2]53
JMTGYS5	JMM11B4	9855	64045	41	55	[0] 12 14 30 41 55 62 71 77 89 92 [1] 1020 [2] 10	[0] ON[1] OFF[2] OFF	[0]0[1]26[2]51
JMTGYS8	JMM11B4	9855	64048	33	35	[0] 19 22 33 68 72 79 [2] 6 86	[0] ON[2] OFF	[0]13[2]25
JMTHDC1	JMM11B4	9855	23181	42	13	[0] 27 42 58 64 [2] 78 83	[0] ON[2] OFF	[0]60[2]60
JMTHDC3	JMM11B4	9855	23183	45	26	[0] 4 13 45 [2] 81	[0] ON[2] OFF	[0]5[2]45
JMTHJG1	JMM11B4	9855	20841	35	25	[0] 17 35 90 [2] 11	[0] ON[2] OFF	[0]22[2]13
JMTHJG2	JMM11B4	9855	20842	58	33	[0] 58 [2] 80	[0] OFF[2] OFF	[0]7[2]59
JMTHJG3	JMM11B4	9855	20843	55	60	[0] 8 55 84 [2] 67	[0] ON[2] OFF	[0]57[2]32
JMTHLN1	JMM11B4	9855	22411	54	37	[0] 14 30 54 [2] 20	[0] ON[2] OFF	[0]36[2]10
JMTHLN2	JMM11B4	9855	22412	43	22	[0] 43 [2] 27	[0] OFF[2] OFF	[0]14[2]7
JMTJXG1	JMM11B4	9855	20581	45	51	[0] 16 24 45 56 59 67 79 [2] 6	[0] ON[2] OFF	[0]40[2]37
JMTJXG2	JMM11B4	9855	20582	36	33	[0] 14 29 36 [2] 8	[0] ON[2] OFF	[0]38[2]37
JMTLFU1	JMM11B4	9855	21361	46	12	[0] 25 46 [2] 62	[0] OFF[2] OFF	[0]9[2]44
JMTLFU2	JMM11B4	9855	21362	57	64	[0] 16 20 57 88 [2] 92	[0] ON[2] OFF	[0]46[2]38
JMTLFU3	JMM11B4	9855	21363	54	74	[0] 3 54 72 [2] 7	[0] ON[2] OFF	[0]20[2]40
JMTLFU8	JMM11B4	9855	21364	34	31	[0] 34 63 82 [2] 86	[0] ON[2] OFF	[0]60[2]8
JMTLJZ1	JMM11B4	9855	20501	55	42	[0] 55 [2] 83	[0] OFF[2] OFF	[0]5[2]54
JMTLJZ2	JMM11B4	9855	20502	49	20	[0] 13 49 79 [2] 89	[0] ON[2] OFF	[0]63[2]51
JMTLJZ3	JMM11B4	9855	20503	41	57	[0] 41 [1] 1020 [2] 2 77	[0] OFF[1] OFF[2] OFF	[0]58[1]49[2]48
JMTLWI1	JMM11B4	9855	21691	43	55	[0] 43 [2] 80	[0] OFF[2] OFF	[0]51[2]3
JMTLWI2	JMM11B4	9855	21692	33	52	[0] 18 25 33 [2] 1	[0] ON[2] OFF	[0]52[2]5
JMTLWI3	JMM11B4	9855	21693	41	73	[0] 41 76 [2] 6	[0] OFF[2] OFF	[0]53[2]13
JMTLWI8	JMM11B4	9855	21698	45	36	[0] 45 66 69 87 [2] 62	[0] ON[2] OFF	[0]22[2]34
JMTMNN1	JMM11B4	9855	21391	43	67	[0] 5 28 43 [2] 65	[0] ON[2] OFF	[0]31[2]14
JMTMNN2	JMM11B4	9855	21392	36	52	[0] 25 36 [2] 60	[0] OFF[2] OFF	[0]49[2]12
JMTMNN3	JMM11B4	9855	21393	39	66	[0] 39 [2] 62	[0] OFF[2] OFF	[0]4[2]56
JMTMNN8	JMM11B4	9855	21398	41	52	[0] 41 [2] 17	[0] OFF[2] OFF	[0]22[2]13
JMTMWN1	JMM11B4	9855	21731	50	66	[0] 50 [2] 85	[0] OFF[2] OFF	[0]9[2]58
JMTMWN2	JMM11B4	9855	21732	37	67	[0] 37 [2] 17	[0] OFF[2] OFF	[0]21[2]4
JMTMWN3	JMM11B4	9855	21733	40	35	[0] 23 40 68 [2] 60	[0] ON[2] OFF	[0]34[2]51
JMTNAO1	JMM11B4	9855	20661	58	77	[0] 27 55 58 [2] 18 80	[0] ON[2] OFF	[0]41[2]45
JMTNAO2	JMM11B4	9855	20662	46	63	[0] 46 64 [2] 67	[0] OFF[2] OFF	[0]54[2]21
JMTNSA1	JMM11B4	9855	22471	48	27	[0] 13 21 48 [2] 9 89	[0] ON[2] OFF	[0]19[2]37
JMTNSA2	JMM11B4	9855	22472	37	17	[0] 4 37 [2] 15	[0] OFF[2] OFF	[0]37[2]7
JMTNSA3	JMM11B4	9855	22473	53	76	[0] 53 60 80 [2] 65	[0] ON[2] OFF	[0]56[2]14
JMTNTG1	JMM11B4	9855	22311	45	60	[0] 45 61 90 [2] 21	[0] ON[2] OFF	[0]31[2]1
JMTNTG2	JMM11B4	9855	22312	31	60	[0] 31 [2] 65	[0] OFF[2] OFF	[0]57[2]44
JMTPBO1	JMM11B4	9855	22391	33	65	[0] 33 79 [2] 7	[0] OFF[2] OFF	[0]29[2]11
JMTPBO2	JMM11B4	9855	22392	35	25	[0] 35 [2] 66	[0] OFF[2] OFF	[0]60[2]50
JMTQCG1	JMM11B4	9855	21041	56	50	[0] 56 [2] 1	[0] OFF[2] OFF	[0]32[2]18
JMTQCG2	JMM11B4	9855	21042	40	73	[0] 40 [2] 70	[0] OFF[2] OFF	[0]55[2]28
JMTQCG3	JMM11B4	9855	21043	43	72	[0] 43 [2] 22	[0] OFF[2] OFF	[0]15[2]39
