CELL	BSC	LAI	CI	BCCH	BSIC	
JMKZDG2	JMSM8B3	9857	20342	42	13	
JMKZDG3	JMSM8B3	9857	20343	51	24	
JMKZDG8	JMSM8B3	9857	20348	45	15	
JDHBCG1	JMSM9B1	9286	35251	527	14	
JDHBCG2	JMSM9B1	9286	35252	512	73	
JDHBCG3	JMSM9B1	9286	35253	517	72	
JDHBDG1	JMSM9B1	9286	30251	530	37	
JDHBDG3	JMSM9B1	9286	30253	536	52	
JDHBDG8	JMSM9B1	9286	30258	518	45	
JDHDFU1	JMSM9B1	9286	30201	536	37	
JDHDFU2	JMSM9B1	9286	30202	526	56	
JDHDFU3	JMSM9B1	9286	30203	514	72	
JDHDKX1	JMSM9B1	9286	30024	514	41	
JDHDKX2	JMSM9B1	9286	30025	535	23	
JDHDKX3	JMSM9B1	9286	30026	522	46	
JDHDXO1	JMSM9B1	9286	30041	514	43	
JDHDXO2	JMSM9B1	9286	30042	512	31	
JDHDXO3	JMSM9B1	9286	30043	518	35	
JDHDXO8	JMSM9B1	9286	30048	521	36	
JDHFZC1	JMSM9B1	9286	30021	536	14	
JDHFZC2	JMSM9B1	9286	30022	533	64	
JDHFZC3	JMSM9B1	9286	30023	530	11	
JDHGGM1	JMSM9B1	9286	30071	524	41	
JDHGGM2	JMSM9B1	9286	30072	513	70	
JDHGGM3	JMSM9B1	9286	30073	528	50	
JDHHSB1	JMSM9B1	9286	30051	518	62	
JDHHSB2	JMSM9B1	9286	30052	520	36	
JDHHSB3	JMSM9B1	9286	30053	522	37	
JDHHSN1	JMSM9B1	9286	30151	523	54	
JDHHSN2	JMSM9B1	9286	30152	531	70	
JDHHSN3	JMSM9B1	9286	30153	513	14	
JDHHSN8	JMSM9B1	9286	30158	525	14	
JDHJHG1	JMSM9B1	9286	30221	512	64	
JDHJHG2	JMSM9B1	9286	30222	514	46	
JDHJHG3	JMSM9B1	9286	30223	531	57	
JDHLCG1	JMSM9B1	9286	30341	535	17	
JDHLCG2	JMSM9B1	9286	65402	517	43	
JDHLCG3	JMSM9B1	9286	30343	520	27	
JDHNHG1	JMSM9B1	9286	30261	529	56	
JDHNHG2	JMSM9B1	9286	30262	517	75	
JDHNHG3	JMSM9B1	9286	30263	533	30	
JDHRMX1	JMSM9B1	9286	30241	527	50	
JDHRMX2	JMSM9B1	9286	30242	521	66	
JDHRMX3	JMSM9B1	9286	30243	523	46	
JDHSHF1	JMSM9B1	9286	35241	521	71	
JDHSHF2	JMSM9B1	9286	35242	517	74	
JDHSHF3	JMSM9B1	9286	35243	512	65	
JDHSHU1	JMSM9B1	9286	30081	528	25	
JDHSHU2	JMSM9B1	9286	30082	518	14	
JDHSHU3	JMSM9B1	9286	30083	514	55	
JDHSWI1	JMSM9B1	9286	30031	519	65	
JDHSWI2	JMSM9B1	9286	30032	515	41	
JDHSWI3	JMSM9B1	9286	30033	523	34	
JDHTWI1	JMSM9B1	9286	30271	528	64	
JDHTWI2	JMSM9B1	9286	30272	519	60	
JDHTWI3	JMSM9B1	9286	30273	525	45	
JDHWHA1	JMSM9B1	9286	30281	527	32	
JDHWHA2	JMSM9B1	9286	30282	525	25	
JDHWHA3	JMSM9B1	9286	30283	530	20	
JDHXXN1	JMSM9B1	9286	30014	537	24	
JDHXXN2	JMSM9B1	9286	30015	513	13	
JDHXXN3	JMSM9B1	9286	30016	534	17	
JDHZAO1	JMSM9B1	9286	30061	532	74	
JDHZAO2	JMSM9B1	9286	30062	537	42	
JDHZAO3	JMSM9B1	9286	30063	522	23	
JDHZBZ1	JMSM9B1	9286	30291	521	44	
JDHZBZ2	JMSM9B1	9286	30292	523	22	
JDHZBZ3	JMSM9B1	9286	30293	515	16	
JDHZHL1	JMSM9B1	9286	30231	516	23	
JDHZHL2	JMSM9B1	9286	30232	520	31	
JDHZHL3	JMSM9B1	9286	30233	534	42	
JDHZNQ1	JMSM9B1	9286	30431	535	13	
JDHZNQ2	JMSM9B1	9286	30432	529	23	
JDHZNQ3	JMSM9B1	9286	30433	526	45	
JDHZSE1	JMSM9B1	9286	65407	537	62	
JDHZSE2	JMSM9B1	9286	30002	513	42	
JDHZSE3	JMSM9B1	9286	30003	516	44	
JMHBCG1	JMSM9B1	9286	25151	54	43	
JMHBCG2	JMSM9B1	9286	25152	40	42	
JMHBCG3	JMSM9B1	9286	25153	47	10	
JMHBDG1	JMSM9B1	9286	20001	31	16	
JMHBDG2	JMSM9B1	9286	20002	46	50	
JMHBDG3	JMSM9B1	9286	20003	45	31	
JMHBDG8	JMSM9B1	9286	20008	53	14	
JMHBJK1	JMSM9B1	9286	25101	34	50	
JMHBJK2	JMSM9B1	9286	25102	40	15	
JMHBJK3	JMSM9B1	9286	25103	32	73	
JMHDFU1	JMSM9B1	9286	25111	42	36	
JMHDFU2	JMSM9B1	9286	25112	56	21	
JMHDFU3	JMSM9B1	9286	65401	38	63	
JMHDKX1	JMSM9B1	9286	61521	36	25	
JMHDKX2	JMSM9B1	9286	61522	54	66	
JMHDKX3	JMSM9B1	9286	61523	42	11	
JMHDRF9	JMSM9B1	9286	25264	52	67	
JMHDXO1	JMSM9B1	9286	65411	33	57	
JMHDXO2	JMSM9B1	9286	20072	50	14	
JMHDXO3	JMSM9B1	9286	20073	37	53	
JMHDXO8	JMSM9B1	9286	20078	44	44	
JMHFHA1	JMSM9B1	9286	22521	31	70	
JMHFHA2	JMSM9B1	9286	22522	33	54	
JMHFZC1	JMSM9B1	9286	25121	44	74	
JMHFZC2	JMSM9B1	9286	25122	52	50	
JMHFZC3	JMSM9B1	9286	25123	46	10	
JMHGGM2	JMSM9B1	9286	20112	54	55	
JMHGGM3	JMSM9B1	9286	20113	56	24	
JMHGGM8	JMSM9B1	9286	20018	38	24	
JMHHKG1	JMSM9B1	9286	20061	42	50	
JMHHKG2	JMSM9B1	9286	20062	50	61	
JMHHKG3	JMSM9B1	9286	20063	48	55	
JMHHSB1	JMSM9B1	9286	65412	41	73	
JMHHSB2	JMSM9B1	9286	25142	48	11	
JMHHSB3	JMSM9B1	9286	25143	55	63	
JMHHSN1	JMSM9B1	9286	25131	38	71	
JMHHSN2	JMSM9B1	9286	25132	52	16	
JMHHSN3	JMSM9B1	9286	25133	35	61	
JMHHSN8	JMSM9B1	9286	25138	46	36	
JMHJHG1	JMSM9B1	9286	25201	32	33	
JMHJHG2	JMSM9B1	9286	25202	36	17	
JMHJHG3	JMSM9B1	9286	25203	53	45	
JMHKXC1	JMSM9B1	9286	25291	44	42	
JMHKXC2	JMSM9B1	9286	25292	53	34	
JMHKXC3	JMSM9B1	9286	25293	34	72	
JMHKXC8	JMSM9B1	9286	25298	42	44	
JMHLCG1	JMSM9B1	9286	65400	34	36	
JMHLCG2	JMSM9B1	9286	27012	47	55	
JMHLCG3	JMSM9B1	9286	27013	32	42	
JMHNHG1	JMSM9B1	9286	25161	52	65	
JMHNHG2	JMSM9B1	9286	25162	39	26	
JMHNHG3	JMSM9B1	9286	25163	50	41	
JMHNHG8	JMSM9B1	9286	25168	46	57	
JMHPOS2	JMSM9B1	9286	65410	31	17	
JMHPOS3	JMSM9B1	9286	65413	51	17	
JMHQJN4	JMSM9B1	9286	24004	48	13	
JMHRMX1	JMSM9B1	9286	25221	50	20	
JMHRMX2	JMSM9B1	9286	25222	54	16	
JMHRMX3	JMSM9B1	9286	25223	38	11	
JMHSFJ1	JMSM9B1	9286	25251	40	32	
JMHSFJ2	JMSM9B1	9286	25252	49	15	
JMHSFJ3	JMSM9B1	9286	25253	47	53	
JMHSFU1	JMSM9B1	9286	25181	43	25	
JMHSFU2	JMSM9B1	9286	25182	31	37	
JMHSFU3	JMSM9B1	9286	25183	51	31	
JMHSHF1	JMSM9B1	9286	25241	36	32	
JMHSHF2	JMSM9B1	9286	25242	40	13	
JMHSHF3	JMSM9B1	9286	25243	49	66	
JMHSHU1	JMSM9B1	9286	21001	55	73	
JMHSHU2	JMSM9B1	9286	21002	47	52	
JMHSHU3	JMSM9B1	9286	21003	43	67	
JMHSWI1	JMSM9B1	9286	25191	49	61	
JMHSWI2	JMSM9B1	9286	25192	37	63	
JMHSWI3	JMSM9B1	9286	65408	51	62	
JMHSZG1	JMSM9B1	9286	25171	45	22	
JMHSZG2	JMSM9B1	9286	25172	39	46	
JMHSZG3	JMSM9B1	9286	25173	47	13	
JMHSZG8	JMSM9B1	9286	25178	35	57	
JMHTWI1	JMSM9B1	9286	25261	42	24	
JMHTWI2	JMSM9B1	9286	25262	48	60	
JMHTWI3	JMSM9B1	9286	25263	45	47	
JMHWHA1	JMSM9B1	9286	20031	48	64	
JMHWHA2	JMSM9B1	9286	20032	31	54	
JMHWHA3	JMSM9B1	9286	65409	37	61	
JMHWHC1	JMSM9B1	9286	20011	41	13	
JMHWHC2	JMSM9B1	9286	20012	33	62	
JMHWHC3	JMSM9B1	9286	20013	51	32	
JMHWMN1	JMSM9B1	9286	20041	34	25	
JMHWMN2	JMSM9B1	9286	20042	39	71	
JMHWMN3	JMSM9B1	9286	20043	45	16	
JMHXSQ1	JMSM9B1	9286	20021	49	56	
JMHXSQ2	JMSM9B1	9286	20022	39	15	
JMHXSQ3	JMSM9B1	9286	20023	50	34	
JMHXXN1	JMSM9B1	9286	20611	38	65	
JMHXXN2	JMSM9B1	9286	20612	45	53	
JMHXXN3	JMSM9B1	9286	20613	54	45	
JMHYTA1	JMSM9B1	9286	25521	32	60	
JMHYTA2	JMSM9B1	9286	25522	36	46	
JMHYTG1	JMSM9B1	9286	27081	55	37	
JMHYTG2	JMSM9B1	9286	27082	45	46	
JMHYTG3	JMSM9B1	9286	27083	33	64	
JMHYTG8	JMSM9B1	9286	27088	41	76	
JMHYZG1	JMSM9B1	9286	61491	44	56	
JMHYZG2	JMSM9B1	9286	61492	41	52	
JMHZAO1	JMSM9B1	9286	25301	41	74	
JMHZAO2	JMSM9B1	9286	25302	48	76	
JMHZAO3	JMSM9B1	9286	65404	35	70	
JMHZBZ1	JMSM9B1	9286	25271	49	32	
JMHZBZ2	JMSM9B1	9286	25272	32	56	
JMHZBZ3	JMSM9B1	9286	25273	39	51	
JMHZDX1	JMSM9B1	9286	65403	40	21	
JMHZDX2	JMSM9B1	9286	27032	36	55	
JMHZDX3	JMSM9B1	9286	27033	44	62	
JMHZFU1	JMSM9B1	9286	27071	55	71	
JMHZFU2	JMSM9B1	9286	27072	53	53	
JMHZFU3	JMSM9B1	9286	65405	31	57	
JMHZHL1	JMSM9B1	9286	20051	36	72	
JMHZHL2	JMSM9B1	9286	20052	33	36	
JMHZHL3	JMSM9B1	9286	20053	53	47	
JMHZHL8	JMSM9B1	9286	20058	51	37	
JMHZNQ1	JMSM9B1	9286	25431	43	41	
JMHZNQ2	JMSM9B1	9286	25432	49	33	
JMHZNQ3	JMSM9B1	9286	25433	35	36	
JMHZSE1	JMSM9B1	9286	65406	43	20	
JMHZSE2	JMSM9B1	9286	27052	56	37	
JMHZSE3	JMSM9B1	9286	27053	49	50	
JMJK919	JMSM9B1	9286	10000	9	30	
JDJCLG1	JMSM9B2	9615	30471	522	60	
JDJCLG2	JMSM9B2	9615	30472	514	33	
JDJCLG3	JMSM9B2	9615	30473	516	37	
JDJDHB1	JMSM9B2	9615	30021	530	74	
JDJDHB2	JMSM9B2	9615	30022	522	22	
JDJDHB3	JMSM9B2	9615	30023	524	44	
JDJDHG1	JMSM9B2	9615	30011	516	55	
JDJDHG2	JMSM9B2	9615	30012	512	53	
JDJFCS1	JMSM9B2	9615	30001	534	40	
JDJFCS2	JMSM9B2	9615	30002	529	60	
JDJFCS3	JMSM9B2	9615	30003	515	52	
JDJFZN1	JMSM9B2	9615	30241	513	71	
JDJFZN2	JMSM9B2	9615	30242	526	71	
JDJFZN3	JMSM9B2	9615	30243	532	26	
JDJGHC1	JMSM9B2	9615	32451	533	56	
JDJGHC2	JMSM9B2	9615	32452	523	31	
JDJGHC3	JMSM9B2	9615	32453	521	13	
JDJJHI1	JMSM9B2	9615	30351	533	41	
JDJJHI2	JMSM9B2	9615	30352	524	61	
JDJJHI3	JMSM9B2	9615	30353	535	32	
JDJJYS1	JMSM9B2	9615	30121	516	51	
JDJJYS2	JMSM9B2	9615	30122	528	56	
JDJJYS3	JMSM9B2	9615	30123	518	66	
JDJKXE1	JMSM9B2	9615	30281	521	63	
JDJKXE2	JMSM9B2	9615	30282	523	44	
JDJKXE3	JMSM9B2	9615	30283	529	33	
JDJPTB3	JMSM9B2	9615	30203	537	54	
JDJPTI2	JMSM9B2	9615	32462	517	30	
JDJQMX1	JMSM9B2	9615	31381	527	11	
JDJQMX2	JMSM9B2	9615	31382	520	20	
JDJQMX3	JMSM9B2	9615	31383	535	24	
JDJSCH1	JMSM9B2	9615	30041	537	43	
JDJSCH2	JMSM9B2	9615	30042	513	56	
JDJSCH3	JMSM9B2	9615	30043	519	45	
JDJSNC1	JMSM9B2	9615	30941	513	62	
JDJSNC2	JMSM9B2	9615	30942	520	55	
JDJSNC3	JMSM9B2	9615	30943	525	41	
JDJSPG1	JMSM9B2	9615	30831	512	52	
JDJSPG2	JMSM9B2	9615	30832	517	16	
JDJSPG3	JMSM9B2	9615	30833	527	12	
JDJTHE1	JMSM9B2	9615	30061	526	51	
JDJTHE2	JMSM9B2	9615	30062	519	42	
JDJTHE3	JMSM9B2	9615	30063	533	54	
JDJYHI1	JMSM9B2	9615	30051	515	62	
JDJYHI2	JMSM9B2	9615	30052	521	57	
JDJYHI3	JMSM9B2	9615	30053	534	27	
JDJYJG1	JMSM9B2	9615	30031	536	46	
JDJYJG2	JMSM9B2	9615	30032	528	70	
JDJYJG4	JMSM9B2	9615	30034	533	23	
JMJBDB1	JMSM9B2	9615	20591	53	20	
JMJBDB2	JMSM9B2	9615	20592	46	27	
JMJBDB9	JMSM9B2	9615	20599	48	74	
JMJBSD1	JMSM9B2	9615	20031	50	13	
JMJCLG1	JMSM9B2	9615	22591	53	75	
JMJCLG2	JMSM9B2	9615	22592	49	66	
JMJCLG3	JMSM9B2	9615	22593	42	62	
JMJDHB1	JMSM9B2	9615	20751	54	46	
JMJDHB2	JMSM9B2	9615	20752	44	32	
JMJDHB3	JMSM9B2	9615	20753	38	27	
JMJDHG1	JMSM9B2	9615	21701	36	24	
JMJDHG2	JMSM9B2	9615	21702	46	35	
JMJDQO1	JMSM9B2	9615	26031	50	76	
JMJDQO2	JMSM9B2	9615	26032	53	17	
JMJDQO3	JMSM9B2	9615	26033	48	13	
JMJFCS1	JMSM9B2	9615	20001	33	16	
JMJFCS2	JMSM9B2	9615	20002	44	53	
JMJFCS3	JMSM9B2	9615	20003	47	74	
JMJFZN1	JMSM9B2	9615	21131	31	66	
JMJFZN2	JMSM9B2	9615	21132	42	75	
JMJFZN3	JMSM9B2	9615	21133	50	37	
JMJGHC1	JMSM9B2	9615	20571	39	15	
JMJGHC2	JMSM9B2	9615	20572	31	44	
JMJGHC3	JMSM9B2	9615	20573	33	46	
JMJGHD9	JMSM9B2	9615	22339	51	60	
JMJGSZ1	JMSM9B2	9615	20201	33	23	
JMJGSZ2	JMSM9B2	9615	20202	35	62	
JMJGSZ3	JMSM9B2	9615	20203	48	66	
JMJHLB9	JMSM9B2	9615	22909	37	52	
JMJJCL9	JMSM9B2	9615	20019	51	23	
JMJJHI1	JMSM9B2	9615	20971	40	47	
JMJJHI2	JMSM9B2	9615	20972	53	77	
JMJJHI3	JMSM9B2	9615	20973	45	72	
JMJJHS6	JMSM9B2	9615	20006	50	40	
JMJJXN1	JMSM9B2	9615	20821	42	51	
JMJJXN2	JMSM9B2	9615	20822	37	31	
JMJJXN3	JMSM9B2	9615	20823	49	16	
JMJJYS1	JMSM9B2	9615	22581	43	45	
JMJJYS2	JMSM9B2	9615	22582	49	21	
JMJJYS3	JMSM9B2	9615	22583	35	57	
JMJK929	JMSM9B2	9615	10000	9	30	
JMJKXE1	JMSM9B2	9615	21111	51	37	
JMJKXE2	JMSM9B2	9615	21112	36	77	
JMJKXE3	JMSM9B2	9615	21113	43	37	
JMJLHB1	JMSM9B2	9615	22321	36	40	
JMJLHB2	JMSM9B2	9615	22322	46	36	
JMJLHB3	JMSM9B2	9615	22323	42	14	
JMJLHC1	JMSM9B2	9615	23141	34	17	
JMJLHC2	JMSM9B2	9615	23142	51	61	
JMJLHC3	JMSM9B2	9615	23143	47	21	
JMJMDJ9	JMSM9B2	9615	21649	34	65	
JMJPTB1	JMSM9B2	9615	22081	45	67	
JMJPTB2	JMSM9B2	9615	22082	33	30	
JMJPTB3	JMSM9B2	9615	22083	50	71	
JMJPTI1	JMSM9B2	9615	20921	39	77	
JMJPTI2	JMSM9B2	9615	20922	41	36	
JMJPTI3	JMSM9B2	9615	20923	54	36	
JMJPYN9	JMSM9B2	9615	21136	52	54	
JMJQMX1	JMSM9B2	9615	20101	48	75	
JMJQMX2	JMSM9B2	9615	20102	46	57	
JMJQMX3	JMSM9B2	9615	20103	41	53	
JMJSCH1	JMSM9B2	9615	20021	38	62	
JMJSCH2	JMSM9B2	9615	20022	31	24	
JMJSCH3	JMSM9B2	9615	20023	51	66	
JMJSNC1	JMSM9B2	9615	23121	38	44	
JMJSNC2	JMSM9B2	9615	23122	36	27	
JMJSNC3	JMSM9B2	9615	23123	52	46	
JMJSPG1	JMSM9B2	9615	21091	44	52	
JMJSPG2	JMSM9B2	9615	21092	32	55	
JMJSPG3	JMSM9B2	9615	21093	53	32	
JMJSPG8	JMSM9B2	9615	21098	47	10	
JMJTHE1	JMSM9B2	9615	21211	40	55	
JMJTHE2	JMSM9B2	9615	21212	38	47	
JMJTHE3	JMSM9B2	9615	21213	54	44	
JMJTLS1	JMSM9B2	9615	22231	37	66	
JMJTLS2	JMSM9B2	9615	22232	47	23	
JMJTYJ1	JMSM9B2	9615	20341	53	27	
JMJTYJ2	JMSM9B2	9615	20342	33	22	
JMJTYJ3	JMSM9B2	9615	20343	43	11	
JMJTYQ9	JMSM9B2	9615	21135	49	77	
JMJXGC1	JMSM9B2	9615	20301	49	11	
JMJXGC2	JMSM9B2	9615	20302	42	25	
JMJYHD1	JMSM9B2	9615	20891	37	37	
JMJYHD2	JMSM9B2	9615	20892	40	42	
JMJYHI1	JMSM9B2	9615	20611	44	62	
JMJYHI2	JMSM9B2	9615	20612	41	51	
JMJYHI3	JMSM9B2	9615	20613	33	14	
JMJYJG1	JMSM9B2	9615	20931	39	36	
JMJYJG2	JMSM9B2	9615	20932	52	52	
JMJYJG3	JMSM9B2	9615	20933	45	61	
JMJZPJ1	JMSM9B2	9615	20841	31	61	
JMJZPJ2	JMSM9B2	9615	20842	52	21	
JDJAHE1	JMM10B1	9287	30041	521	16	
JDJAHE2	JMM10B1	9287	30042	519	66	
JDJAHE3	JMM10B1	9287	30043	536	41	
JDJAHE8	JMM10B1	9287	30048	529	76	
JDJBJO1	JMM10B1	9287	30051	523	24	
JDJBJO2	JMM10B1	9287	30052	517	61	
JDJBJO3	JMM10B1	9287	30053	528	74	
JDJCLS2	JMM10B1	9287	30062	512	33	
JDJCLS3	JMM10B1	9287	30063	534	60	
JDJDEY1	JMM10B1	9287	30071	519	54	
JDJDEY2	JMM10B1	9287	30072	537	22	
JDJDEY3	JMM10B1	9287	30073	525	40	
JDJDFX1	JMM10B1	9287	30001	522	71	
JDJDFX2	JMM10B1	9287	30002	520	25	
JDJDFX8	JMM10B1	9287	30004	530	42	
JDJFEW2	JMM10B1	9287	30082	524	47	
JDJFEW3	JMM10B1	9287	30083	526	44	
JDJHDA1	JMM10B1	9287	30211	527	66	
JDJHDA3	JMM10B1	9287	30213	512	67	
JDJJIS1	JMM10B1	9287	30011	514	45	
JDJJIS2	JMM10B1	9287	30012	519	30	
JDJJIS3	JMM10B1	9287	30013	512	50	
JDJLGG1	JMM10B1	9287	30151	536	25	
JDJLGG2	JMM10B1	9287	30152	514	77	
JDJLGG3	JMM10B1	9287	30153	522	41	
JDJNJC1	JMM10B1	9287	30161	531	11	
JDJNJC2	JMM10B1	9287	30162	525	56	
JDJNJC3	JMM10B1	9287	30163	527	60	
JDJPLS1	JMM10B1	9287	30171	535	45	
JDJPLS2	JMM10B1	9287	30172	531	50	
JDJPLS3	JMM10B1	9287	30173	513	63	
JDJSLG1	JMM10B1	9287	30091	530	43	
JDJSLG2	JMM10B1	9287	30092	515	61	
JDJSLG3	JMM10B1	9287	30093	518	67	
JDJTXC1	JMM10B1	9287	31111	520	22	
JDJTXC2	JMM10B1	9287	31112	534	30	
JDJWSC1	JMM10B1	9287	30131	527	44	
JDJWSC2	JMM10B1	9287	30132	533	27	
JDJWSC3	JMM10B1	9287	30133	535	37	
JDJXSH1	JMM10B1	9287	30181	531	16	
JDJXSH2	JMM10B1	9287	30182	522	77	
JDJXSH3	JMM10B1	9287	30183	526	42	
JDJYHJ1	JMM10B1	9287	31351	516	16	
JDJYHJ2	JMM10B1	9287	31352	532	63	
JDJYHJ3	JMM10B1	9287	31353	527	55	
JDJZHL2	JMM10B1	9287	30112	532	60	
JDJZHL3	JMM10B1	9287	30113	536	35	
JKSMJ19	JMM10B1	9287	10000	9	30	
JMCSK19	JMM10B1	9287	10019	29	40	
JMJAHE1	JMM10B1	9287	20161	41	63	
JMJAHE2	JMM10B1	9287	20162	39	16	
JMJAHE3	JMM10B1	9287	20163	42	13	
JMJAHE8	JMM10B1	9287	20168	47	64	
JMJBJO1	JMM10B1	9287	20171	50	62	
JMJBJO2	JMM10B1	9287	20172	44	13	
JMJBJO3	JMM10B1	9287	20173	53	72	
JMJCLS1	JMM10B1	9287	20181	34	46	
JMJCLS2	JMM10B1	9287	20182	51	34	
JMJCLS3	JMM10B1	9287	20183	47	30	
JMJDEL9	JMM10B1	9287	20569	33	41	
JMJDEY1	JMM10B1	9287	20191	37	74	
JMJDEY2	JMM10B1	9287	20192	42	42	
JMJDEY3	JMM10B1	9287	20193	32	53	
JMJDFX1	JMM10B1	9287	20001	50	72	
JMJDFX2	JMM10B1	9287	20002	39	67	
JMJDFX3	JMM10B1	9287	20003	32	14	
JMJDFX8	JMM10B1	9287	20008	45	51	
JMJDLD9	JMM10B1	9287	20209	45	40	
JMJDSB1	JMM10B1	9287	20211	44	22	
JMJDSB2	JMM10B1	9287	20212	46	63	
JMJFEW1	JMM10B1	9287	20221	31	27	
JMJFEW2	JMM10B1	9287	20222	36	57	
JMJFEW3	JMM10B1	9287	20223	33	75	
JMJFLD1	JMM10B1	9287	20031	40	73	
JMJFLD2	JMM10B1	9287	20032	51	41	
JMJFLD3	JMM10B1	9287	20033	35	61	
JMJFLD8	JMM10B1	9287	20038	33	34	
JMJGKZ1	JMM10B1	9287	20341	38	10	
JMJGKZ2	JMM10B1	9287	20342	52	56	
JMJGKZ3	JMM10B1	9287	20343	48	16	
JMJGKZ8	JMM10B1	9287	20348	40	24	
JMJGLD8	JMM10B1	9287	20238	36	73	
JMJGSI9	JMM10B1	9287	20249	38	55	
JMJHDA1	JMM10B1	9287	20251	47	76	
JMJHDA2	JMM10B1	9287	20252	40	17	
JMJHDA3	JMM10B1	9287	20253	40	17	
JMJHDA4	JMM10B1	9287	20000	34	77	
JMJJGJ9	JMM10B1	9287	20269	49	27	
JMJJHJ1	JMM10B1	9287	20271	40	70	
JMJJHJ2	JMM10B1	9287	20272	44	71	
JMJJHJ3	JMM10B1	9287	20273	36	52	
JMJJHN9	JMM10B1	9287	20289	49	54	
JMJJIS1	JMM10B1	9287	20411	38	22	
JMJJIS2	JMM10B1	9287	20412	41	64	
JMJJIS3	JMM10B1	9287	20413	51	57	
JMJJKZ1	JMM10B1	9287	20291	36	70	
JMJJKZ2	JMM10B1	9287	20292	31	47	
JMJJKZ3	JMM10B1	9287	20293	42	70	
JMJJYC1	JMM10B1	9287	20421	44	65	
JMJJYC2	JMM10B1	9287	20422	49	76	
JMJLGG1	JMM10B1	9287	20351	46	52	
JMJLGG4	JMM10B1	9287	20354	34	71	
JMJLGG8	JMM10B1	9287	20358	31	62	
JMJLHX1	JMM10B1	9287	20361	35	22	
JMJLHX2	JMM10B1	9287	20362	37	72	
JMJLHX3	JMM10B1	9287	20363	51	51	
JMJLHX8	JMM10B1	9287	20368	49	57	
JMJNJC1	JMM10B1	9287	20371	36	37	
JMJNJC2	JMM10B1	9287	20372	44	20	
JMJNJC3	JMM10B1	9287	20373	33	37	
JMJNJC8	JMM10B1	9287	20378	53	21	
JMJPLS1	JMM10B1	9287	20381	43	44	
JMJPLS2	JMM10B1	9287	20382	41	64	
JMJPLS3	JMM10B1	9287	20383	52	23	
JMJSLG1	JMM10B1	9287	20301	39	14	
JMJSLG2	JMM10B1	9287	20302	35	43	
JMJSLG3	JMM10B1	9287	20303	48	26	
JMJWSC1	JMM10B1	9287	20011	50	46	
JMJWSC2	JMM10B1	9287	20012	35	45	
JMJWSC3	JMM10B1	9287	20013	52	31	
JMJWYD9	JMM10B1	9287	20239	52	12	
JMJXHY9	JMM10B1	9287	20259	38	46	
JMJXSH1	JMM10B1	9287	20431	32	63	
JMJXSH2	JMM10B1	9287	20432	45	37	
JMJXSH3	JMM10B1	9287	20433	48	12	
JMJYBD1	JMM10B1	9287	20391	43	72	
JMJYBD2	JMM10B1	9287	20392	31	41	
JMJYBD3	JMM10B1	9287	20393	49	15	
JMJYDE1	JMM10B1	9287	20441	42	34	
JMJYDE2	JMM10B1	9287	20442	45	45	
JMJYDE3	JMM10B1	9287	20443	34	76	
JMJYDE9	JMM10B1	9287	20440	54	21	
JMJYFZ1	JMM10B1	9287	20451	39	22	
JMJYFZ2	JMM10B1	9287	20452	47	12	
JMJYFZ3	JMM10B1	9287	20453	31	65	
JMJYFZ8	JMM10B1	9287	20458	41	23	
JMJYHJ1	JMM10B1	9287	20021	34	42	
JMJYHJ2	JMM10B1	9287	20022	48	25	
JMJYHJ3	JMM10B1	9287	20023	38	32	
JMJYHJ8	JMM10B1	9287	20028	46	30	
JMJYJ77	JMM10B1	NULL	NULL	NULL	
JMJYKH9	JMM10B1	9287	20469	35	51	
JMJZHL1	JMM10B1	9287	20331	43	51	
JMJZHL2	JMM10B1	9287	20332	54	10	
JMJZHL9	JMM10B1	9287	20339	38	45	
JDJBXQ1	JMM10B2	9614	30371	518	63	
JDJBXQ2	JMM10B2	9614	30372	530	73	
JDJBXQ3	JMM10B2	9614	30373	520	32	
JDJGSA1	JMM10B2	9614	30401	520	75	
JDJGSA2	JMM10B2	9614	30402	524	43	
JDJGSA3	JMM10B2	9614	30403	532	13	
JDJHTL1	JMM10B2	9614	30101	530	71	
JDJHTL2	JMM10B2	9614	30102	518	17	
JDJHTL3	JMM10B2	9614	30103	525	27	
JDJHZN2	JMM10B2	9614	30222	530	62	
JDJHZN3	JMM10B2	9614	30223	523	65	
JDJJKY1	JMM10B2	9614	31201	516	72	
JDJJKY2	JMM10B2	9614	31202	525	33	
JDJJKY3	JMM10B2	9614	31203	534	70	
JDJJSY1	JMM10B2	9614	31411	527	25	
JDJJSY2	JMM10B2	9614	31412	514	20	
JDJJSY3	JMM10B2	9614	31413	535	62	
JDJJSY4	JMM10B2	9614	31414	529	21	
JDJLHE1	JMM10B2	9614	31131	516	66	
JDJLHE2	JMM10B2	9614	31132	521	47	
JDJLHE3	JMM10B2	9614	31133	514	25	
JDJPXZ1	JMM10B2	9614	30231	520	61	
JDJPXZ2	JMM10B2	9614	30232	516	73	
JDJPXZ3	JMM10B2	9614	30233	512	24	
JDJPXZ8	JMM10B2	9614	30234	522	72	
JDJQHA1	JMM10B2	9614	31311	535	11	
JDJQHA2	JMM10B2	9614	31312	517	15	
JDJQHA3	JMM10B2	9614	31313	528	14	
JDJQXG1	JMM10B2	9614	30411	532	54	
JDJQXG2	JMM10B2	9614	30412	537	56	
JDJQXG3	JMM10B2	9614	30413	513	43	
JDJRSS1	JMM10B2	9614	30331	515	76	
