Cell	Site	Longitude	Latitude	Dir	Height	Tilt	Ground_Height	Cell_Type	Ant_Type	Ant_BW	Note	SiteName	Flag1	Flag2	Flag3	Flag4	Flag5	CI	BSC	Ant_size
JDTBGG2	JDTBGG	112.783333	22.282778	190						45		台山板岗D2								
JDTBGG3	JDTBGG	112.795	22.20333	300						45		台山板岗D3								
JDTBGY1	JDTBGY	112.78769	22.2247	60						45		台山碧桂园D1								
JDTBGY2	JDTBGY	112.78769	22.2247	180						45		台山碧桂园D2								
JDTDMN1	JDTDMN	112.79892	22.24617	0						45		台山东门D1								
JDTDMN2	JDTDMN	112.79892	22.24617	70						45		台山东门D2								
JDTDMN3	JDTDMN	112.79892	22.24617	240						45		台山东门D3								
JDTHEH1	JDTHEH	112.791667	22.226389	60						45		台山横湖D1								
JDTHEH2	JDTHEH	112.791667	22.226389	180						45		台山横湖D2								
JDTHEH3	JDTHEH	112.791667	22.226389	300						45		台山横湖D3								
JDTLAL1	JDTLAL	112.78361	22.26638	40						45		台山龙安里D1								
JDTLAL2	JDTLAL	112.78361	22.26638	120						45		台山龙安里D2								
JDTLAL3	JDTLAL	112.78361	22.26638	270						45		台山龙安里D3								
JDTLBX1	JDTLBX	112.778889	22.235833	50						45		台山礼边圩D1								
JDTLBX2	JDTLBX	112.778889	22.235833	180						45		台山礼边圩D2								
JDTLBX3	JDTLBX	112.778889	22.235833	310						45		台山礼边圩D3								
JDTNMZ1	JDTNMZ	112.796111	22.238611	100						45		台山南门车站D1								
JDTNMZ2	JDTNMZ	112.796111	22.238611	190						45		台山南门车站D2								
JDTNMZ3	JDTNMZ	112.796111	22.238611	320						45		台山南门车站D3								
JDTQLJ1	JDTQLJ	112.7805	22.26634	80						45		台山其利五金D1								
JDTQLJ2	JDTQLJ	112.7805	22.26634	230						45		台山其利五金D2								
JDTQLJ3	JDTQLJ	112.7805	22.26634	340						45		台山其利五金D3								
JDTSGH1	JDTSGH	112.7951	22.203333	30						45		台山沙岗湖D1								
JDTSGH3	JDTSGH	112.7951	22.203333	270						45		台山沙岗湖D3								
JDTSNC1	JDTSNC	112.785833	22.271667	40						45		台山水泥厂D1								
JDTSNC2	JDTSNC	112.785833	22.271667	190						45		台山水泥厂D2								
JDTSNC3	JDTSNC	112.785833	22.271667	250						45		台山水泥厂D3								
JDTTSB1	JDTTSB	112.78329	22.27199	70						45		台山台山北D1								
JDTTSB2	JDTTSB	112.78329	22.27199	180						45		台山台山北D2								
JDTTSB3	JDTTSB	112.78329	22.27199	320						45		台山台山北D3								
JDTWJJ1	JDTWJJ	112.79044	22.24077	30						45		台山物价局D1								
JDTWJJ2	JDTWJJ	112.79044	22.24077	160						45		台山物价局D2								
JDTWJJ3	JDTWJJ	112.79044	22.24077	260						45		台山物价局D3								
JDTXQL1	JDTXQL	112.77757	22.26562	100						45		台山新桥路D1								
JDTXQL2	JDTXQL	112.77757	22.26562	190						45		台山新桥路D2								
JDTXQL3	JDTXQL	112.77757	22.26562	360						45		台山新桥路D3								
JDTXSF1	JDTXSF	112.82361	22.21916	40						45		台山缠溪新市府D1								
JDTXSF2	JDTXSF	112.82361	22.21916	150						45		台山缠溪新市府D2								
JDTXSF3	JDTXSF	112.801472	22.238889	290						45		台山缠溪新市府D3								
JDTYJA1	JDTYJA	112.77674	22.26862	60						45		台山咏嘉D1								
JDTYJA2	JDTYJA	112.77674	22.26862	140						45		台山咏嘉D2								
JDTYJA3	JDTYJA	112.77674	22.26862	290						45		台山咏嘉D3								
JMKDCG1	JMKDCG	112.673528	22.315944	50						45		开平大成1								
JMKDCG2	JMKDCG	112.673528	22.315944	210						45		开平大成2								
JMKDCG3	JMKDCG	112.673528	22.315944	300						45		开平大成3								
JMKHLG1	JMKHLG	112.612778	22.308056	65						45		开平护龙1								
JMKHLG2	JMKHLG	112.612778	22.308056	230						45		开平护龙2								
JMKHLG3	JMKHLG	112.612778	22.308056	350						45		开平护龙3								
JMKHTG1	JMKHTG	112.70096	22.33986	100						45		开平汉塘1								
JMKHTG2	JMKHTG	112.70096	22.33986	190						45		开平汉塘2								
JMKHTG3	JMKHTG	112.70096	22.33986	310						45		开平汉塘3								
JMKRQN1	JMKRQN	112.66526	22.34185	70						45		开平仁亲1								
JMKRQN2	JMKRQN	112.66526	22.34185	240						45		开平仁亲2								
JMKRQN3	JMKRQN	112.66526	22.34185	320						45		开平仁亲3								
JMKSXL1	JMKSXL	112.60067	22.2927	10						45		开平世兴里1								
JMKSXL2	JMKSXL	112.60067	22.2927	120/230						45		开平世兴里2								
JMKYSN1	JMKYSN	112.678889	22.331944	60						45		开平燕山1								
JMKYSN2	JMKYSN	112.678889	22.331944	160						45		开平燕山2								
JMKYSN3	JMKYSN	112.678889	22.331944	290						45		开平燕山3								
JMKZGU1	JMKZGU	112.62963	22.33516	60						45		开平中股1								
JMKZGU2	JMKZGU	112.62963	22.33516	115						45		开平中股2								
JMKZGU3	JMKZGU	112.62963	22.33516	300						45		开平中股3								
JMTBGD9	JMTBGD	112.79044	22.22788	0						45		台山碧桂园酒店9								
JMTBGG1	JMTBGG	112.783333	22.282778	20						45		台山板岗1								
JMTBGG2	JMTBGG	112.783333	22.282778	190						45		台山板岗2								
JMTBGY1	JMTBGY	112.78769	22.2247	60						45		台山碧桂园1								
JMTBGY2	JMTBGY	112.78769	22.2247	180						45		台山碧桂园2								
JMTBGY3	JMTBGY	112.78769	22.2247	300						45		台山碧桂园3								
JMTBSA1	JMTBSA	112.590278	22.256389	40						45		台山白沙1								
JMTBSA2	JMTBSA	112.590278	22.256389	150						45		台山白沙2								
JMTBSA3	JMTBSA	112.590278	22.256389	260						45		台山白沙3								
JMTBSA5	JMTBSA	112.590278	22.256389	80						45		台山白沙5								
JMTBSA8	JMTBSA	112.590278	22.256389	200						45		台山白沙8								
JMTBSI1	JMTBSI	112.754194	22.266944	40						45		台山白水1								
JMTBSI2	JMTBSI	112.754194	22.266944	160						45		台山白水2								
JMTBSI3	JMTBSI	112.754194	22.266944	290						45		台山白水3								
JMTBXC1	JMTBXC	112.57975	22.26719	30						45		台山白沙西村1								
JMTBXC2	JMTBXC	112.57975	22.26719	130						45		台山白沙西村2								
JMTBXC3	JMTBXC	112.57975	22.26719	310						45		台山白沙西村3								
JMTBXN1	JMTBXN	112.59277	22.24741	70						45		台山白沙下屯1								
JMTBXN2	JMTBXN	112.59277	22.24741	160						45		台山白沙下屯2								
JMTBXN3	JMTBXN	112.59277	22.24741	300						45		台山白沙下屯3								
JMTCJG1	JMTCJG	112.66195	22.27359	50						45		台山潮境1								
JMTCJG2	JMTCJG	112.66195	22.27359	190						45		台山潮境2								
JMTCJG3	JMTCJG	112.66195	22.27359	300						45		台山潮境3								
JMTDKG1	JMTDKG	112.709444	22.2925	30						45		台山东坑1								
JMTDKG2	JMTDKG	112.709444	22.2925	140						45		台山东坑2								
JMTDKG3	JMTDKG	112.709444	22.2925	285						45		台山东坑3								
JMTDMN1	JMTDMN	112.79892	22.24617	0						45		台山东门1								
JMTDMN2	JMTDMN	112.79892	22.24617	70						45		台山东门2								
JMTDMN3	JMTDMN	112.79892	22.24617	240						45		台山东门3								
JMTGAJ1	JMTGAJ	112.610215	22.273822	80						45		台山白沙鬼凹颈1								
JMTGAJ2	JMTGAJ	112.610215	22.273822	230						45		台山白沙鬼凹颈2								
JMTGAJ3	JMTGAJ	112.610215	22.273822	340						45		台山白沙鬼凹颈3								
JMTHEH1	JMTHEH	112.791667	22.226389	60						45		台山横湖1								
JMTHEH2	JMTHEH	112.791667	22.226389	180						45		台山横湖2								
JMTHEH3	JMTHEH	112.791667	22.226389	300						45		台山横湖3								
JMTHHU6	JMTHHU	112.760641	22.241182	40/190/340						45		台山槐湖6								
JMTHSI1	JMTHSI	112.63132	22.20651	90						45		台山白沙横水1								
JMTHSI2	JMTHSI	112.63132	22.20651	210						45		台山白沙横水2								
JMTHSI3	JMTHSI	112.63132	22.20651	340						45		台山白沙横水3								
JMTHTG1	JMTHTG	112.726667	22.135556	30						45		台山横塘1								
JMTHTG2	JMTHTG	112.726667	22.135556	180						45		台山横塘2								
JMTHTG3	JMTHTG	112.726667	22.135556	240						45		台山横塘3								
JMTHXI1	JMTHXI	112.591694	22.220306	10						45		台山横溪1								
JMTHXI2	JMTHXI	112.591694	22.220306	110						45		台山横溪2								
JMTHXI3	JMTHXI	112.591694	22.220306	220						45		台山横溪3								
JMTKNG1	JMTKNG	112.6582	22.26243	0						45		台山白沙康宁1								
JMTLAL1	JMTLAL	112.783611	22.266389	40						45		台山龙安里1								
JMTLAL2	JMTLAL	112.783611	22.266389	120						45		台山龙安里2								
JMTLAL3	JMTLAL	112.783611	22.266389	270						45		台山龙安里3								
JMTLAN1	JMTLAN	112.623889	22.0951	50						45		台山联安1								
JMTLAN2	JMTLAN	112.623889	22.0951	190						45		台山联安2								
JMTLAN3	JMTLAN	112.623889	22.0951	330						45		台山联安3								
JMTLAN8	JMTLAN	112.623889	22.0951	200						45		台山联安8								
JMTLBN1	JMTLBN	112.750833	22.2175	30						45		台山礼边1								
JMTLBN2	JMTLBN	112.750833	22.2175	150						45		台山礼边2								
JMTLBN3	JMTLBN	112.750833	22.2175	260						45		台山礼边3								
JMTLBX0	JMTLBX	112.778889	22.235833	50/180/320						45		台山礼边圩0								
JMTLDG1	JMTLDG	112.734444	22.301667	100						45		台山良洞1								
JMTLDG2	JMTLDG	112.734444	22.301667	250						45		台山良洞2								
JMTLDG3	JMTLDG	112.734444	22.301667	340						45		台山良洞3								
JMTLDN1	JMTLDN	112.71539	22.25926	60						45		台山罗洞1								
JMTLDN2	JMTLDN	112.71539	22.25926	150						45		台山罗洞2								
JMTLDN3	JMTLDN	112.71539	22.25926	270						45		台山罗洞3								
JMTLDO1	JMTLDO	112.681111	22.211944	140						45		台山朗东1								
JMTLDO2	JMTLDO	112.681111	22.211944	220						45		台山朗东2								
JMTLDO3	JMTLDO	112.681111	22.211944	300						45		台山朗东3								
JMTLNN1	JMTLNN	112.616111	22.171972	20						45		台山朗南1								
JMTLNN2	JMTLNN	112.616111	22.171972	80						45		台山朗南2								
JMTLNN3	JMTLNN	112.616111	22.171972	200						45		台山朗南3								
JMTMCG1	JMTMCG	112.72402	22.33371	30						45		台山密冲1								
JMTMCG2	JMTMCG	112.72402	22.33371	150						45		台山密冲2								
JMTMCG3	JMTMCG	112.72402	22.33371	280						45		台山密冲3								
JMTMLN1	JMTMLN	112.61987	22.24498	0						45		台山默林1								
JMTMLN2	JMTMLN	112.61987	22.24498	180						45		台山默林2								
JMTMLN3	JMTMLN	112.61987	22.24498	290						45		台山默林3								
JMTMSN1	JMTMSN	112.644167	22.251389	20						45		台山马山1								
JMTMSN2	JMTMSN	112.644167	22.251389	140						45		台山马山2								
JMTMSN3	JMTMSN	112.644167	22.251389	270						45		台山马山3								
JMTMZY1	JMTMZY	112.80272	22.24747	80						45		台山明珠花园1								
JMTMZY2	JMTMZY	112.80272	22.24747	210						45		台山明珠花园2								
JMTMZY3	JMTMZY	112.80272	22.24747	330						45		台山明珠花园3								
JMTNJN1	JMTNJN	112.723889	22.164722	50						45		台山那金1								
JMTNJN2	JMTNJN	112.723889	22.164722	170						45		台山那金2								
JMTNJN3	JMTNJN	112.723889	22.164722	330						45		台山那金3								
JMTNJN5	JMTNJN	112.723889	22.164722	355						45		台山那金5								
JMTNJN8	JMTNJN	112.723889	22.164722	245						45		台山那金8								
JMTNMZ1	JMTNMZ	112.796111	22.238611	100						45		台山南门车站1								
JMTNMZ2	JMTNMZ	112.796111	22.238611	190						45		台山南门车站2								
JMTNMZ3	JMTNMZ	112.796111	22.238611	320						45		台山南门车站3								
JMTNWG1	JMTNWG	112.67447	22.1367	60						45		台山三合那旺1								
JMTNWG2	JMTNWG	112.67447	22.1367	180						45		台山三合那旺2								
JMTNWG3	JMTNWG	112.67447	22.1367	300						45		台山三合那旺3								
JMTPBU1	JMTPBU	112.72645	22.21783	0						45		台山泡步1								
JMTPBU2	JMTPBU	112.72645	22.21783	90						45		台山泡步2								
JMTPBU3	JMTPBU	112.72645	22.21783	210						45		台山泡步3								
JMTQLJ1	JMTQLJ	112.7805	22.26634	80						45		台山其利五金1								
JMTQLJ2	JMTQLJ	112.7805	22.26634	230						45		台山其利五金2								
JMTQLJ3	JMTQLJ	112.7805	22.26634	340						45		台山其利五金3								
JMTRHU1	JMTRHU	112.75372	22.17681	70						45		台山热湖1								
JMTRHU2	JMTRHU	112.75372	22.17681	180						45		台山热湖2								
JMTRHU3	JMTRHU	112.75372	22.17681	300						45		台山热湖3								
JMTSBA1	JMTSBA	112.686667	22.296944	90						45		台山三八1								
JMTSBA2	JMTSBA	112.686667	22.296944	220						45		台山三八2								
JMTSBA3	JMTSBA	112.686667	22.296944	310						45		台山三八3								
JMTSGG1	JMTSGG	112.6141	22.06807	20						45		台山三合三冈1								
JMTSGG2	JMTSGG	112.6141	22.06807	330						45		台山三合三冈2								
JMTSGH1	JMTSGH	112.7951	22.203333	30						45		台山沙岗湖1								
JMTSGH2	JMTSGH	112.7951	22.203333	180						45		台山沙岗湖2								
JMTSGH3	JMTSGH	112.7951	22.203333	270						45		台山沙岗湖3								
JMTSHE1	JMTSHE	112.709722	22.191111	110						45		台山三合1								
JMTSHE2	JMTSHE	112.709722	22.191111	220						45		台山三合2								
JMTSHE3	JMTSHE	112.709722	22.191111	330						45		台山三合3								
JMTSHE8	JMTSHE	112.709722	22.191111	40						45		台山三合8								
JMTSHT1	JMTSHT	112.74358	22.29835	20						45		台山山塘1								
JMTSHT2	JMTSHT	112.74358	22.29835	110						45		台山山塘2								
JMTSHW1	JMTSHW	112.63832	22.17237	60						45		台山蟮尾1								
JMTSHW2	JMTSHW	112.63832	22.17237	160						45		台山蟮尾2								
JMTSHW3	JMTSHW	112.63832	22.17237	230						45		台山蟮尾3								
JMTSLG1	JMTSLG	112.79362	22.24257	40						45		台山上朗1								
JMTSLG2	JMTSLG	112.79362	22.24257	200						45		台山上朗2								
JMTSLG3	JMTSLG	112.79362	22.24257	320						45		台山上朗3								
JMTSLO1	JMTSLO	112.704722	22.314444	40						45		台山石龙1								
JMTSLO2	JMTSLO	112.704722	22.314444	160						45		台山石龙2								
JMTSLO3	JMTSLO	112.704722	22.314444	330						45		台山石龙3								
JMTSNC1	JMTSNC	112.785833	22.271667	10						45		台山水泥厂1								
JMTSNC2	JMTSNC	112.785833	22.271667	190						45		台山水泥厂2								
JMTSNC3	JMTSNC	112.785833	22.271667	250						45		台山水泥厂3								
JMTSNC8	JMTSNC	112.785833	22.271667	90						45		台山水泥厂8								
JMTSNN1	JMTSNN	112.733611	22.234722	50						45		台山水南1								
JMTSNN2	JMTSNN	112.733611	22.234722	210						45		台山水南2								
JMTSNN3	JMTSNN	112.733611	22.234722	310						45		台山水南3								
JMTSSQ1	JMTSSQ	112.64881	22.21951	70						45		台山深水桥1								
JMTSSQ2	JMTSSQ	112.64881	22.21951	300						45		台山深水桥2								
JMTSTG1	JMTSTG	112.669167	22.180833	90						45		台山双塘1								
JMTSTG2	JMTSTG	112.669167	22.180833	170						45		台山双塘2								
JMTSTG3	JMTSTG	112.669167	22.180833	270						45		台山双塘3								
JMTSXI1	JMTSXI	112.727778	22.275	90						45		台山水西1								
JMTSXI2	JMTSXI	112.727778	22.275	180						45		台山水西2								
JMTSXI3	JMTSXI	112.727778	22.275	310						45		台山水西3								
JMTTLE1	JMTTLE	112.653611	22.318056	30						45		台山同乐1								
JMTTLE2	JMTTLE	112.653611	22.318056	160						45		台山同乐2								
JMTTLE3	JMTTLE	112.653611	22.318056	250						45		台山同乐3								
JMTTSB1	JMTTSB	112.783299	22.271994	70						45		台山北1								
JMTTSB2	JMTTSB	112.783299	22.271994	180						45		台山北2								
JMTTSB3	JMTTSB	112.783299	22.271994	330						45		台山北3								
JMTWDI1	JMTWDI	112.658056	22.288611	20						45		台山网地1								
JMTWDI2	JMTWDI	112.658056	22.288611	160						45		台山网地2								
JMTWDI3	JMTWDI	112.658056	22.288611	280						45		台山网地3								
JMTWJJ1	JMTWJJ	112.790444	22.240778	30						45		台山物价局1								
JMTWJJ2	JMTWJJ	112.790444	22.240778	160						45		台山物价局2								
JMTWJJ3	JMTWJJ	112.790444	22.240778	260						45		台山物价局3								
JMTWQN1	JMTWQN	112.754167	22.191111	10						45		台山温泉1								
JMTWQN2	JMTWQN	112.754167	22.191111	140						45		台山温泉2								
JMTWQN3	JMTWQN	112.754167	22.191111	270						45		台山温泉3								
JMTWWN1	JMTWWN	112.725556	22.201111	150						45		台山旺湾1								
JMTWWN2	JMTWWN	112.725556	22.201111	240						45		台山旺湾2								
JMTWWN3	JMTWWN	112.725556	22.201111	340						45		台山旺湾3								
JMTXHA1	JMTXHA	112.68792	22.18294	40						45		台山西华1								
JMTXHA2	JMTXHA	112.68792	22.18294	150						45		台山西华2								
JMTXHA3	JMTXHA	112.68792	22.18294	260						45		台山西华3								
JMTXHC1	JMTXHC	112.79336	22.24701	20						45		台山秀荷花城1								
JMTXQL1	JMTXQL	112.777572	22.265622	100						45		台山新桥路1								
JMTXQL2	JMTXQL	112.777572	22.265622	190						45		台山新桥路2								
JMTXQL3	JMTXQL	112.777572	22.265622	360						45		台山新桥路3								
JMTXSF1	JMTXSF	112.801472	22.238889	40						45		台山缠溪新市府1								
JMTXSF2	JMTXSF	112.801472	22.238889	150						45		台山缠溪新市府2								
JMTXSF3	JMTXSF	112.801472	22.238889	290						45		台山缠溪新市府3								
JMTYAN1	JMTYAN	112.70058	22.2799	120						45		台山永安1								
JMTYAN2	JMTYAN	112.70058	22.2799	230						45		台山永安2								
JMTYAN3	JMTYAN	112.70058	22.2799	300						45		台山永安3								
JMTYCG1	JMTYCG	112.654722	22.11725	110						45		台山永昌1								
JMTYCG2	JMTYCG	112.654722	22.11725	220						45		台山永昌2								
JMTYCG3	JMTYCG	112.654722	22.11725	310						45		台山永昌3								
JMTYDG9	JMTYDG	112.783056	22.269167	0						45		台山移动M9								
JMTYJA1	JMTYJA	112.77674	22.26862	60						45		台山咏嘉1								
JMTYJA2	JMTYJA	112.77674	22.26862	140						45		台山咏嘉2								
JMTYJA3	JMTYJA	112.77674	22.26862	290						45		台山咏嘉3								
JMTZDG1	JMTZDG	112.709472	22.240361	110						45		台山朱洞1								
JMTZDG2	JMTZDG	112.709472	22.240361	220						45		台山朱洞2								
JMTZDG3	JMTZDG	112.709472	22.240361	330						45		台山朱洞3								
JDTCHX1	JDTCHX	112.772222	22.253889	60						45		台山城西D1								
JDTCHX2	JDTCHX	112.772222	22.253889	180						45		台山城西D2								
JDTCHX3	JDTCHX	112.772222	22.253889	300						45		台山城西D3								
JDTEJN1	JDTEJN	112.78947	22.24722	50						45		台山二建D1								
JDTEJN2	JDTEJN	112.78947	22.24722	160						45		台山二建D2								
JDTEJN3	JDTEJN	112.78947	22.24722	260						45		台山二建D3								
JDTFCS1	JDTFCS	112.7979	22.25095	120						45		台山附城市场D1								
JDTFCS2	JDTFCS	112.7979	22.25095	250						45		台山附城市场D2								
JDTFCS3	JDTFCS	112.7979	22.25095	350						45		台山附城市场D3								
JDTHBI1	JDTHBI	112.783967	22.25653	120						45		台山环北D1								
JDTHBI2	JDTHBI	112.783967	22.25653	210						45		台山环北D2								
JDTHBI3	JDTHBI	112.783967	22.25653	330						45		台山环北D3								
JDTHHY1	JDTHHY	112.769647	22.244562	50						45		台山华侨花园D1								
JDTHHY2	JDTHHY	112.769647	22.244562	110						45		台山华侨花园D2								
JDTJYC1	JDTJYC	112.79911	22.25477	110						45		台山教育新村D1								
JDTJYC2	JDTJYC	112.79911	22.25477	240						45		台山教育新村D2								
JDTJYC3	JDTJYC	112.79911	22.25477	350						45		台山教育新村D3								
JDTKXG1	JDTKXG	112.79292	22.25463	50						45		台山科学馆D1								
JDTKXG2	JDTKXG	112.79292	22.25463	180						45		台山科学馆D2								
JDTKXG3	JDTKXG	112.79292	22.25463	280						45		台山科学馆D3								
JDTLFZ1	JDTLFZ	112.78475	22.26359	20						45		台山六福山庄D1								
JDTLFZ2	JDTLFZ	112.78475	22.26359	130						45		台山六福山庄D2								
JDTLFZ3	JDTLFZ	112.78475	22.26359	270						45		台山六福山庄D3								
