Cell	Site	Longitude	Latitude	Dir	Height	Tilt	Ground_Height	Cell_Type	Ant_Type	Ant_BW	Note	SiteName	Flag1	Flag2	Flag3	Flag4	Flag5	CI	BSC	Ant_size
JMXQPI1	JMXQPI	113.0525	22.45496	40/0						45		新会气派1								
JMXQPI2	JMXQPI	113.0525	22.45496	150						45		新会气派2								
JMXQPI3	JMXQPI	113.0525	22.45496	240						45		新会气派3								
JMXSHQ1	JMXSHQ	112.97409	22.4403	60						45		新会式桥1								
JMXSHQ2	JMXSHQ	112.97409	22.4403	190						45		新会式桥2								
JMXSHQ3	JMXSHQ	112.97409	22.4403	300						45		新会式桥3								
JMXSJN1	JMXSJN	113.006944	22.534167	30						45		新会石涧1								
JMXSJN2	JMXSJN	113.006944	22.534167	160						45		新会石涧2								
JMXSJN3	JMXSJN	113.006944	22.534167	280						45		新会石涧3								
JMXSLU1	JMXSLU	113.048333	22.376389	50						45		新会沙路1								
JMXSLU2	JMXSLU	113.048333	22.376389	220						45		新会沙路2								
JMXSLU3	JMXSLU	113.048333	22.376389	320						45		新会沙路3								
JMXSLU8	JMXSLU	113.048333	22.376389	100						45		新会沙路8								
JMXSSI1	JMXSSI	113.004684	22.432066	30						45		新会双水1								
JMXSSI2	JMXSSI	113.004684	22.432066	120						45		新会双水2								
JMXSSI3	JMXSSI	113.004684	22.432066	280						45		新会双水3								
JMXSZI1	JMXSZI	112.883611	22.461667	40						45		新会石咀1								
JMXSZI2	JMXSZI	112.883611	22.461667	130						45		新会石咀2								
JMXSZI3	JMXSZI	112.883611	22.461667	320						45		新会石咀3								
JMXTHU1	JMXTHU	112.9096	22.402545	40						45		新会天湖1								
JMXTHU2	JMXTHU	112.9096	22.402545	220						45		新会天湖2								
JMXTHU3	JMXTHU	112.9096	22.402545	310						45		新会天湖3								
JMXTLG1	JMXTLG	112.9875	22.3775	20						45		新会塔岭1								
JMXTLG2	JMXTLG	112.9875	22.3775	200						45		新会塔岭2								
JMXTLG3	JMXTLG	112.9875	22.3775	330						45		新会塔岭3								
JMXTMA1	JMXTMA	113.042241	22.463283	95						45		新会天马1								
JMXTMA2	JMXTMA	113.042241	22.463283	160						45		新会天马2								
JMXTMA3	JMXTMA	113.042241	22.463283	310/0						45		新会天马3								
JMXTTG1	JMXTTG	112.974167	22.396389	50						45		新会天亭1								
JMXTTG2	JMXTTG	112.974167	22.396389	160						45		新会天亭2								
JMXTTG3	JMXTTG	112.974167	22.396389	270						45		新会天亭3								
JMXWHE1	JMXWHE	112.965278	22.518611	5						45		新会五和1								
JMXWHE2	JMXWHE	112.965278	22.518611	85						45		新会五和2								
JMXWHE3	JMXWHE	112.965278	22.518611	295						45		新会五和3								
JMXWHN1	JMXWHN	112.970944	22.541667	30						45		新会五和农场1								
JMXWHN2	JMXWHN	112.970944	22.541667	175						45		新会五和农场2								
JMXWHN3	JMXWHN	112.970944	22.541667	280						45		新会五和农场3								
JMXWSK4	JMXWSK	112.97163	22.34671	10/280						45		新会万亩水库4								
JMXXCG1	JMXXCG	113.029381	22.46116	30						45		新会新城1								
JMXXCG2	JMXXCG	113.029381	22.46116	90						45		新会新城2								
JMXXCG3	JMXXCG	113.029381	22.46116	180						45		新会新城3								
JMXXCG8	JMXXCG	113.029381	22.46116	240						45		新会新城8								
JMXXGG1	JMXXGG	112.973056	22.4651	30						45		新会小冈1								
JMXXGG2	JMXXGG	112.973056	22.4651	120						45		新会小冈2								
JMXXGG3	JMXXGG	112.973056	22.4651	210						45		新会小冈3								
JMXXSH1	JMXXSH	112.880971	22.460026	80						45		新会罗坑下沙1								
JMXXSH2	JMXXSH	112.880971	22.460026	220						45		新会罗坑下沙2								
JMXXSH3	JMXXSH	112.880971	22.460026	350						45		新会罗坑下沙3								
JMXXZE1	JMXXZE	112.946083	22.5225	70						45		新会小泽1								
JMXXZE2	JMXXZE	112.946083	22.5225	180						45		新会小泽2								
JMXXZE3	JMXXZE	112.946083	22.5225	260						45		新会小泽3								
JMXYCG1	JMXYCG	113.026806	22.418639	70						45		新会鱼冲1								
JMXYCG2	JMXYCG	113.026806	22.418639	165						45		新会鱼冲2								
JMXYCG3	JMXYCG	113.026806	22.418639	300						45		新会鱼冲3								
JMXYJC1	JMXYJC	113.0738	22.46346	0						45		新会袁家村1								
JMXYJC2	JMXYJC	113.0738	22.46346	180						45		新会袁家村2								
JMXYJC3	JMXYJC	113.0738	22.46346	310						45		新会袁家村3								
JMXYJG1	JMXYJG	112.877222	22.518611	80						45		新会沿江1								
JMXYJG2	JMXYJG	112.877222	22.518611	260						45		新会沿江2								
JMXYJG3	JMXYJG	112.877222	22.518611	340						45		新会沿江3								
JMXYQI1	JMXYQI	112.8859	22.50874	40						45		新会姚旗1								
JMXYQI2	JMXYQI	112.8859	22.50874	180						45		新会姚旗2								
JMXYQI3	JMXYQI	112.8859	22.50874	260						45		新会姚旗3								
JMXZCN1	JMXZCN	112.88721	22.54079	70						45		新会张村1								
JMXZCN2	JMXZCN	112.88721	22.54079	170						45		新会张村2								
JMXZCN3	JMXZCN	112.88721	22.54079	320						45		新会张村3								
JDHBCG1	JDHBCG	112.962859	22.76627	30						45		鹤山饼厂D1								
JDHBCG2	JDHBCG	112.963656	22.766389	160						45		鹤山饼厂D2								
JDHBCG3	JDHBCG	112.962859	22.76627	270						45		鹤山饼厂D3								
JDHDFU1	JDHDFU	112.95578	22.7787	120						45		鹤山大富D1								
JDHDFU2	JDHDFU	112.95578	22.7787	220						45		鹤山大富D2								
JDHDFU3	JDHDFU	112.95578	22.7787	320						45		鹤山大富D3								
JDHDXO1	JDHDXO	112.96769	22.77322	10						45		鹤山党校D1								
JDHDXO2	JDHDXO	112.96769	22.77322	90						45		鹤山党校D2								
JDHDXO3	JDHDXO	112.96769	22.77322	190						45		鹤山党校D3								
JDHDXO8	JDHDXO	112.96769	22.77322	290						45		鹤山党校D8								
JDHFZC1	JDHFZC	112.951222	22.767056	90						45		鹤山纺织厂D1								
JDHFZC2	JDHFZC	112.951222	22.767056	200						45		鹤山纺织厂D2								
JDHFZC3	JDHFZC	112.951222	22.767056	300						45		鹤山纺织厂D3								
JDHGGM1	JDHGGM	112.955329	22.751036	140						45		鹤山光明D1								
JDHGGM2	JDHGGM	112.955329	22.751036	230						45		鹤山光明D2								
JDHGGM3	JDHGGM	112.955329	22.751036	310						45		鹤山光明D3								
JDHHSB1	JDHHSB	112.96111	22.77639	10						45		鹤山北D1								
JDHHSB2	JDHHSB	112.96111	22.77639	110						45		鹤山北D2								
JDHHSB3	JDHHSB	112.96111	22.77639	210						45		鹤山北D3								
JDHHSN1	JDHHSN	112.95747	22.76592	30						45		鹤山D1								
JDHHSN2	JDHHSN	112.95747	22.76592	135						45		鹤山D2								
JDHHSN3	JDHHSN	112.95747	22.76592	275						45		鹤山D3								
JDHHSN8	JDHHSN	112.95747	22.76592	205						45		鹤山D8								
JDHJHG1	JDHJHG	112.959983	22.772172	30						45		鹤山建行D1								
JDHJHG2	JDHJHG	112.959983	22.772172	180						45		鹤山建行D2								
JDHJHG3	JDHJHG	112.959983	22.772172	300						45		鹤山建行D3								
JDHLCG1	JDHLCG	112.98967	22.78578	0						45		鹤山楼冲D1								
JDHLCG2	JDHLCG	112.98967	22.78578	110						45		鹤山楼冲D2								
JDHLCG3	JDHLCG	112.98967	22.78578	250						45		鹤山楼冲D3								
JDHNHG1	JDHNHG	112.96344	22.77338	190						45		鹤山农业银行D1								
JDHNHG2	JDHNHG	112.96344	22.77338	340						45		鹤山农业银行D2								
JDHNHG3	JDHNHG	112.96344	22.77338	60						45		鹤山农业银行D3								
JDHSHF1	JDHSHF	112.94961	22.77473	60						45		鹤山杉甫D1								
JDHSHF2	JDHSHF	112.94961	22.77473	200						45		鹤山杉甫D2								
JDHSHF3	JDHSHF	112.94961	22.77473	310						45		鹤山杉甫D3								
JDHSHU1	JDHSHU	112.97659	22.75416	70						45		鹤山石湖D1								
JDHSHU2	JDHSHU	112.97659	22.75416	150						45		鹤山石湖D2								
JDHSHU3	JDHSHU	112.97659	22.75416	300						45		鹤山石湖D3								
JDHSWI1	JDHSWI	112.96578	22.77749	100						45		鹤山水围D1								
JDHSWI2	JDHSWI	112.96578	22.77749	230						45		鹤山水围D2								
JDHSWI3	JDHSWI	112.96578	22.77749	330						45		鹤山水围D3								
JDHTWI1	JDHTWI	112.9519	22.77043	40						45		鹤山体委D1								
JDHTWI2	JDHTWI	112.9519	22.77043	150						45		鹤山体委D2								
JDHTWI3	JDHTWI	112.9519	22.77043	270						45		鹤山体委D3								
JDHWHA1	JDHWHA	112.98032	22.77119	220						45		鹤山文华D1								
JDHWHA2	JDHWHA	112.98032	22.77119	355						45		鹤山文华D2								
JDHWHA3	JDHWHA	112.98032	22.77119	90						45		鹤山文华D3								
JDHXXN1	JDHXXN	112.98936	22.77117	30						45		鹤山刑巡D1								
JDHXXN2	JDHXXN	112.98936	22.77117	160						45		鹤山刑巡D2								
JDHXXN3	JDHXXN	112.98936	22.77117	220						45		鹤山刑巡D3								
JDHZAO1	JDHZAO	112.97289	22.76133	160						45		鹤山中奥D1								
JDHZAO2	JDHZAO	112.97289	22.76133	220						45		鹤山中奥D2								
JDHZAO3	JDHZAO	112.97289	22.76133	340						45		鹤山中奥D3								
JDHZBZ1	JDHZBZ	112.95459	22.76396	100						45		鹤山中巴站D1								
JDHZBZ2	JDHZBZ	112.95459	22.76396	210						45		鹤山中巴站D2								
JDHZBZ3	JDHZBZ	112.95459	22.76396	350						45		鹤山中巴站D3								
JDHZHL1	JDHZHL	112.96629	22.76202	60						45		鹤山综合楼D1								
JDHZHL2	JDHZHL	112.96629	22.76202	140						45		鹤山综合楼D2								
JDHZHL3	JDHZHL	112.96629	22.76202	270						45		鹤山综合楼D3								
JDHZSE1	JDHZSE	112.96475	22.781972	0						45		鹤山中社D1								
JDHZSE2	JDHZSE	112.96475	22.781972	120						45		鹤山中社D2								
JDHZSE3	JDHZSE	112.96475	22.781972	270						45		鹤山中社D3								
JMHBCG1	JMHBCG	112.962859	22.76627	40						45		鹤山饼厂1								
JMHBCG2	JMHBCG	112.962859	22.76627	160						45		鹤山饼厂2								
JMHBCG3	JMHBCG	112.962859	22.76627	270						45		鹤山饼厂3								
JMHBJK1	JMHBJK	112.956111	22.768611	10						45		鹤山北街口1								
JMHBJK2	JMHBJK	112.956111	22.768611	110						45		鹤山北街口2								
JMHBJK3	JMHBJK	112.956111	22.768611	220						45		鹤山北街口3								
JMHDFU1	JMHDFU	112.95578	22.7787	120						45		鹤山大富1								
JMHDFU2	JMHDFU	112.95578	22.7787	200						45		鹤山大富2								
JMHDFU3	JMHDFU	112.95578	22.7787	320						45		鹤山大富3								
JMHDRF9	JMHDRF									45										
JMHDXO1	JMHDXO	112.96789	22.77323	10						45		鹤山党校1								
JMHDXO2	JMHDXO	112.96789	22.77323	90						45		鹤山党校2								
JMHDXO3	JMHDXO	112.96789	22.77323	190						45		鹤山党校3								
JMHDXO8	JMHDXO	112.96789	22.77323	290						45		鹤山党校8								
JMHFHA1	JMHFHA	112.953933	22.773861	90/270						45		鹤山富华1								
JMHFHA2	JMHFHA	112.953933	22.773861	170/340						45		鹤山富华2								
JMHFZC1	JMHFZC	112.95107	22.76695	90						45		鹤山纺织厂1								
JMHFZC2	JMHFZC	112.95107	22.76695	200						45		鹤山纺织厂2								
JMHFZC3	JMHFZC	112.95107	22.76695	300						45		鹤山纺织厂3								
JMHGGM2	JMHGGM	112.955329	22.751036	140						45		鹤山光明2								
JMHGGM3	JMHGGM	112.955329	22.751036	230						45		鹤山光明3								
JMHGGM8	JMHGGM	112.955329	22.751036	310						45		鹤山光明8								
JMHHSB1	JMHHSB	112.96085	22.77687	10						45		鹤山北1								
JMHHSB2	JMHHSB	112.96085	22.77687	110						45		鹤山北2								
JMHHSB3	JMHHSB	112.96085	22.77687	290/210						45		鹤山北3								
JMHHSN1	JMHHSN	112.95747	22.76592	30						45		鹤山1								
JMHHSN2	JMHHSN	112.95747	22.76592	135						45		鹤山2								
JMHHSN3	JMHHSN	112.95747	22.76592	275						45		鹤山3								
JMHHSN8	JMHHSN	112.95747	22.76592	205						45		鹤山8								
JMHJHG1	JMHJHG	112.959983	22.772172	30						45		鹤山建行1								
JMHJHG2	JMHJHG	112.959983	22.772172	180						45		鹤山建行2								
JMHJHG3	JMHJHG	112.959983	22.772172	300						45		鹤山建行3								
JMHLCG1	JMHLCG	112.98967	22.78578	120						45		鹤山楼冲1								
JMHLCG2	JMHLCG	112.98967	22.78578	270						45		鹤山楼冲2								
JMHLCG3	JMHLCG	112.98967	22.78578	250						45		鹤山楼冲3								
JMHNHG1	JMHNHG	112.96344	22.77338	60/130						45		鹤山农业银行1								
JMHNHG2	JMHNHG	112.96344	22.77338	190						45		鹤山农业银行2								
JMHNHG3	JMHNHG	112.96344	22.77338	250						45		鹤山农业银行3								
JMHNHG8	JMHNHG	112.96344	22.77338	340						45		鹤山农业银行8								
JMHSFJ1	JMHSFJ	112.957018	22.773807	70						45		鹤山司法局1								
JMHSFJ2	JMHSFJ	112.957018	22.773807	170						45		鹤山司法局2								
JMHSFJ3	JMHSFJ	112.957018	22.773807	300						45		鹤山司法局3								
JMHSFU1	JMHSFU	112.95864	22.76875	40						45		鹤山市府1								
JMHSFU2	JMHSFU	112.95864	22.76875	110						45		鹤山市府2								
JMHSFU3	JMHSFU	112.95864	22.76875	350						45		鹤山市府3								
JMHSHF1	JMHSHF	112.94961	22.77473	40/140						45		鹤山杉甫1								
JMHSHF2	JMHSHF	112.94961	22.77473	210						45		鹤山杉甫2								
JMHSHF3	JMHSHF	112.94961	22.77473	310						45		鹤山杉甫3								
JMHSHU1	JMHSHU	112.97659	22.75416	70						45		鹤山石湖1								
JMHSHU2	JMHSHU	112.97659	22.75416	150						45		鹤山石湖2								
JMHSHU3	JMHSHU	112.97659	22.75416	300						45		鹤山石湖3								
JMHSWI1	JMHSWI	112.96578	22.77749	100						45		鹤山水围1								
JMHSWI2	JMHSWI	112.96578	22.77749	230						45		鹤山水围2								
JMHSWI3	JMHSWI	112.96578	22.77749	330						45		鹤山水围3								
JMHSZG1	JMHSZG	112.974722	22.7775	60						45		鹤山沙中1								
JMHSZG2	JMHSZG	112.974722	22.7775	200						45		鹤山沙中2								
JMHSZG3	JMHSZG	112.974722	22.7775	280						45		鹤山沙中3								
JMHSZG8	JMHSZG	112.974722	22.7775	350						45		鹤山沙中8								
JMHTWI1	JMHTWI	112.9519	22.77043	40						45		鹤山体委1								
JMHTWI2	JMHTWI	112.9519	22.77043	150						45		鹤山体委2								
JMHTWI3	JMHTWI	112.9519	22.77043	270						45		鹤山体委3								
JMHWHA1	JMHWHA	112.98032	22.77119	90						45		鹤山文华1								
JMHWHA2	JMHWHA	112.98032	22.77119	220						45		鹤山文华2								
JMHWHA3	JMHWHA	112.98032	22.77119	360						45		鹤山文华3								
JMHWHC1	JMHWHC	112.95529	22.75959	20						45		鹤山渭潢新村1								
JMHWHC2	JMHWHC	112.95529	22.75959	170						45		鹤山渭潢新村2								
JMHWHC3	JMHWHC	112.95529	22.75959	240						45		鹤山渭潢新村3								
JMHXSQ1	JMHXSQ	112.93834	22.76638	80						45		鹤山荀山工业区1								
JMHXXN1	JMHXXN	112.98936	22.77117	30						45		鹤山刑巡1								
JMHXXN2	JMHXXN	112.98936	22.77117	160						45		鹤山刑巡2								
JMHXXN3	JMHXXN	112.98936	22.77117	220						45		鹤山刑巡3								
JMHYTG1	JMHYTG	112.96557	22.76972	50						45		鹤山越塘1								
JMHYTG2	JMHYTG	112.96557	22.76972	150						45		鹤山越塘2								
JMHYTG3	JMHYTG	112.96557	22.76972	245						45		鹤山越塘3								
JMHYTG8	JMHYTG	112.96557	22.76972	340						45		鹤山越塘8								
JMHZAO1	JMHZAO	112.97283	22.76135	40/160						45		鹤山中奥1								
JMHZAO2	JMHZAO	112.97283	22.76135	220						45		鹤山中奥2								
JMHZAO3	JMHZAO	112.97283	22.76135	340						45		鹤山中奥3								
JMHZBZ1	JMHZBZ	112.95459	22.76396	90						45		鹤山中巴站1								
JMHZBZ2	JMHZBZ	112.95459	22.76396	190						45		鹤山中巴站2								
JMHZBZ3	JMHZBZ	112.95459	22.76396	300						45		鹤山中巴站3								
JMHZDX1	JMHZDX	112.961367	22.78765	60						45		鹤山中东西1								
JMHZDX2	JMHZDX	112.961367	22.78765	150						45		鹤山中东西2								
JMHZDX3	JMHZDX	112.961367	22.78765	280						45		鹤山中东西3								
JMHZFU1	JMHZFU	112.975672	22.784168	100						45		鹤山镇府1								
JMHZFU2	JMHZFU	112.975672	22.784168	190						45		鹤山镇府2								
JMHZFU3	JMHZFU	112.975672	22.784168	280						45		鹤山镇府3								
JMHZHL1	JMHZHL	112.96629	22.76202	70						45		鹤山综合楼1								
JMHZHL2	JMHZHL	112.96629	22.76202	140						45		鹤山综合楼2								
JMHZHL3	JMHZHL	112.96629	22.76202	260						45		鹤山综合楼3								
JMHZHL8	JMHZHL	112.96629	22.76202	340						45		鹤山综合楼8								
JMHZSE1	JMHZSE	112.96475	22.781972	0						45		鹤山中社1								
JMHZSE2	JMHZSE	112.96475	22.781972	120						45		鹤山中社2								
JMHZSE3	JMHZSE	112.96475	22.781972	270						45		鹤山中社3								
JDJCQY1	JDJCQY	113.035	22.5883	60						45		江门长乔工业园D1								
JDJCQY2	JDJCQY	113.035	22.5883	180						45		江门长乔工业园D2								
JDJCQY3	JDJCQY	113.035	22.5883	300						45		江门长乔工业园D3								
JDJDRZ1	JDJDRZ	113.007222	22.605278	90						45		江门杜阮中心D1								
JDJDRZ2	JDJDRZ	113.007222	22.605278	150						45		江门杜阮中心D2								
JDJDRZ3	JDJDRZ	113.007222	22.605278	290						45		江门杜阮中心D3								
JDJHMS1	JDJHMS	113.05051	22.5742	60						45		江门花木公司D1								
JDJHMS2	JDJHMS	113.05051	22.5742	170						45		江门花木公司D2								
JDJHMS3	JDJHMS	113.05051	22.5742	250						45		江门花木公司D3								
JDJJZS2	JDJJZS	113.05859	22.56462	150						45		江门金钟山D2								
JDJJZS3	JDJJZS	113.05859	22.56462	300						45		江门金钟山D3								
JDJLMN1	JDJLMN	112.988889	22.596667	0						45		江门龙眠D1								
JDJLMN2	JDJLMN	112.98889	22.59667	130						45		江门龙眠D2								
JDJLMN3	JDJLMN	112.98889	22.59667	260						45		江门龙眠D3								
JDJLWN1	JDJLWN	113.05015	22.56829	100						45		江门龙湾D1								
JDJLWN2	JDJLWN	113.05015	22.56829	160						45		江门龙湾D2								
JDJLWN3	JDJLWN	113.05015	22.56829	290						45		江门龙湾D3								
JDJMLG1	JDJMLG	113.0472	22.60124	75						45		江门木朗D1								
JDJMLG2	JDJMLG	113.0472	22.60124	150						45		江门木朗D2								
JDJMLG3	JDJMLG	113.046944	22.601389	330						45		江门木朗D3								
JDJMLS1	JDJMLS	113.042	22.5882	20						45		江门木朗马山D1								
JDJMLS2	JDJMLS	113.042	22.5882	210						45		江门木朗马山D2								
JDJMLS3	JDJMLS	113.042	22.5882	290						45		江门木朗马山D3								
JDJQJI1	JDJQJI	113.05834	22.59578	20						45		江门贯溪球记D1								
JDJQJI2	JDJQJI	113.05834	22.59578	120						45		江门贯溪球记D2								
JDJQJI3	JDJQJI	113.08185	22.58684	260						45		江门贯溪球记D3								
JDJXGJ1	JDJXGJ	113.04524	22.61297	50						45		江门新公安局D1								
JDJXGJ2	JDJXGJ	113.04524	22.61297	120						45		江门新公安局D2								
JDJXGJ3	JDJXGJ	113.04524	22.61297	220						45		江门新公安局D3								
JDJXHL1	JDJXHL	113.05848	22.59057	140						45		江门西环路D1								
JDJXHL2	JDJXHL	113.05861	22.59056	220						45		江门西环路D2								
JDJXHL3	JDJXHL	113.05848	22.59057	320						45		江门西环路D3								
JDJYSC1	JDJYSC	113.06424	22.57662	0						45		江门永盛新村D1								
JDJYSC2	JDJYSC	113.06424	22.57662	120						45		江门永盛新村D2								
JDJYSC3	JDJYSC	113.06424	22.57662	200						45		江门永盛新村D3								
JDXDGM1	JDXDGM	113.03158	22.57142	60						45		新会大光明迳D1								
JDXDGM2	JDXDGM	113.03158	22.57142	180						45		新会大光明迳D2								
JDXDGM3	JDXDGM	113.03158	22.57142	300						45		新会大光明迳D3								
JDXHCC1	JDXHCC	113.03644	22.5607	0						45		新会滑草场D1								
JDXHCC2	JDXHCC	113.03644	22.5607	100						45		新会滑草场D2								
JMJCQO1	JMJCQO	113.034722	22.58833	10						45		江门长乔工业园1								
JMJCQO2	JMJCQO	113.034722	22.58833	180						45		江门长乔工业园2								
JMJCQO3	JMJCQO	113.034722	22.58833	270						45		江门长乔工业园3								
JMJCQO8	JMJCQO	113.034722	22.58833	350						45		江门长乔工业园8								
JMJDRN1	JMJDRN	113.02414	22.60673	130						45		江门杜阮1								
JMJDRN2	JMJDRN	113.02414	22.60673	220						45		江门杜阮2								
JMJDRN3	JMJDRN	113.02414	22.60673	320/60						45		江门杜阮3								
JMJDRS1	JMJDRS	113.0005	22.60351	0						45		江门杜阮派出所1								
JMJDRS2	JMJDRS	113.0005	22.60351	150						45		江门杜阮派出所2								
JMJDRS3	JMJDRS	113.0005	22.60351	280						45		江门杜阮派出所3								
JMJDRZ1	JMJDRZ	113.007222	22.605278	0						45		江门杜阮中心1								
JMJDRZ2	JMJDRZ	113.007222	22.605278	150						45		江门杜阮中心2								
JMJDRZ3	JMJDRZ	113.007222	22.605278	240						45		江门杜阮中心3								
JMJFFK2	JMJFFK	112.97073	22.64097	180						45		江门凤飞云水库2								
JMJFFK3	JMJFFK	112.97073	22.64097	330						45		江门凤飞云水库3								
JMJFFY1	JMJFFY	112.983417	22.638861	20						45		江门凤飞云1								
JMJFFY2	JMJFFY	112.983417	22.638861	140						45		江门凤飞云2								
JMJFFY3	JMJFFY	112.983417	22.638861	260						45		江门凤飞云3								
JMJGLG1	JMJGLG	113.05405	22.59838	60						45		江门港龙酒店1								
JMJGLG2	JMJGLG	113.05405	22.59838	170						45		江门港龙酒店2								
JMJGLG3	JMJGLG	113.05405	22.59838	270						45		江门港龙酒店3								
JMJHJY1	JMJHJY	113.0406	22.61254	140						45		江门灏景园1								
JMJHJY2	JMJHJY	113.0406	22.61254	210						45		江门灏景园2								
JMJHJY3	JMJHJY	113.0406	22.61254	280						45		江门灏景园3								
JMJHMS1	JMJHMS	113.05051	22.5742	60						45		江门花木公司1								
JMJHMS2	JMJHMS	113.05051	22.5742	150						45		江门花木公司2								
JMJHMS3	JMJHMS	113.05051	22.5742	250						45		江门花木公司3								
JMJJFA1	JMJJFA	112.99084	22.64156	160						45		江门健发1								
JMJJFA2	JMJJFA	112.99084	22.64156	355						45		江门健发2								
JMJJGN1	JMJJGN	112.978056	22.619722	130						45		江门井根1								
JMJJGN2	JMJJGN	112.978056	22.619722	270						45		江门井根2								
JMJJGN3	JMJJGN	112.978056	22.619722	330						45		江门井根3								
JMJJZS1	JMJJZS	113.05859	22.56462	50						45		江门金钟山1								
JMJJZS2	JMJJZS	113.05859	22.56462	200						45		江门金钟山2								
JMJJZS3	JMJJZS	113.05859	22.56462	340						45		江门金钟山3								
JMJJZS8	JMJJZS	113.05859	22.56462	160						45		江门金钟山8								
JMJLBN1	JMJLBN	113.0025	22.615556	35						45		江门龙榜1								
JMJLBN2	JMJLBN	113.0025	22.615556	155						45		江门龙榜2								
JMJLBN3	JMJLBN	113.0025	22.615556	255						45		江门龙榜3								
JMJLCJ1	JMJLCJ	112.99765	22.62309	0						45		江门龙榜长江1								
JMJLCJ2	JMJLCJ	112.99765	22.62309	90						45		江门龙榜长江2								
JMJLCJ3	JMJLCJ	112.99765	22.62309	280						45		江门龙榜长江3								
JMJLMN1	JMJLMN	112.988889	22.596667	0						45		江门龙眠1								
JMJLMN2	JMJLMN	112.988889	22.596667	130						45		江门龙眠2								
JMJLMN3	JMJLMN	112.988889	22.596667	260						45		江门龙眠3								
JMJLWN1	JMJLWN	113.05015	22.56829	100						45		江门龙湾1								
JMJLWN2	JMJLWN	113.05015	22.56829	240						45		江门龙湾2								
JMJLWN3	JMJLWN	113.05015	22.56829	330						45		江门龙湾3								
JMJMLG1	JMJMLG	113.0472	22.60124	0						45		江门木朗1								
JMJMLG2	JMJMLG	113.0472	22.60124	140						45		江门木朗2								
JMJMLG3	JMJMLG	113.0472	22.60124	330						45		江门木朗3								
JMJMLG8	JMJMLG	113.0472	22.60124	270						45		江门木朗8								
JMJMSG1	JMJMSG	113.04882	22.590277	0						45		江门木朗马山1								
JMJMSG2	JMJMSG	113.04882	22.590277	210						45		江门木朗马山2								
JMJMSG3	JMJMSG	113.04882	22.590277	290						45		江门木朗马山3								
JMJNWB1	JMJNWB	113.02777	22.597757	60						45		江门挪威逊堡1								
JMJNWB2	JMJNWB	113.02777	22.597757	140						45		江门挪威逊堡2								
JMJNWB3	JMJNWB	113.02777	22.597757	270						45		江门挪威逊堡3								
JMJPLM9	JMJPLM	113.05514	22.59704	270						45		江门平卢名苑9								
JMJQJI1	JMJQJI	113.05834	22.59578	30						45		江门贯溪球记1								
JMJQJI2	JMJQJI	113.05834	22.59578	130						45		江门贯溪球记2								
JMJQJI3	JMJQJI	113.05834	22.59578	260						45		江门贯溪球记3								
JMJSLD1	JMJSLD	113.05019	22.60398	70						45		江门双龙大道1								
JMJSMS1	JMJSMS	112.996621	22.631776	100						45		江门石猫山1								
JMJSMS2	JMJSMS	112.996621	22.631776	220						45		江门石猫山2								
JMJSMS3	JMJSMS	112.996621	22.631776	320						45		江门石猫山3								
JMJSXG1	JMJSXG	113.011151	22.596609	0						45		江门上巷1								
JMJSXG2	JMJSXG	113.011151	22.596609	120						45		江门上巷2								
JMJSXG3	JMJSXG	113.011151	22.596609	240						45		江门上巷3								
JMJWJG1	JMJWJG	113.05389	22.60277	20						45		江门武警支队1								
JMJWJG2	JMJWJG	113.05389	22.60277	140						45		江门武警支队2								
JMJWJG3	JMJWJG	113.05389	22.60277	240						45		江门武警支队3								
JMJXGJ1	JMJXGJ	113.04524	22.61297	20						45		江门新公安局1								
JMJXGJ2	JMJXGJ	113.04524	22.61297	140/230						45		江门新公安局2								
JMJXHL1	JMJXHL	113.05848	22.59057	130						45		江门西环路1								
JMJXHL2	JMJXHL	113.05848	22.59057	200						45		江门西环路2								
JMJXHL3	JMJXHL	113.05848	22.59057	350						45		江门西环路3								
JMJXHL8	JMJXHL	113.05848	22.59057	70						45		江门西环路8								
JMJYSC1	JMJYSC	113.06424	22.57662	60						45		江门永盛新村1								
JMJYSC2	JMJYSC	113.06424	22.57662	120						45		江门永盛新村2								
JMJYSC3	JMJYSC	113.06424	22.57662	280						45		江门永盛新村3								
JMJZMN1	JMJZMN	112.96492	22.6064	30						45		江门杜阮子棉1								
JMJZMN2	JMJZMN	112.96492	22.6064	180						45		江门杜阮子棉2								
JMJZMN3	JMJZMN	112.96492	22.6064	320						45		江门杜阮子棉3								
JMXHCC1	JMXHCC	113.03644	22.5607	30						45		新会滑草场1								
JMXHCC3	JMXHCC	113.03644	22.5607	320						45		新会滑草场3								
JMXQBC1	JMXQBC	113.052857	22.55897	60						45		新会奇榜新村1								
JMXQBC2	JMXQBC	113.052857	22.55897	190/300						45		新会奇榜新村2								
JMXYLH1	JMXYLH	113.025111	22.573778	90						45		新会玉龙湖1								
JMXYLH2	JMXYLH	113.025111	22.573778	200						45		新会玉龙湖2								
JDKHTG3	JDKHTG	112.70096	22.33986	310						45		开平汉塘D3								
JDKYSN1	JDKYSN	112.678889	22.331944	60						45		开平燕山D1								
JDKYSN2	JDKYSN	112.678889	22.331944	160						45		开平燕山D2								
JDKYSN3	JDKYSN	112.678889	22.331944	290						45		开平燕山D3								
JDTBGG1	JDTBGG	112.795	22.20333	20						45		台山板岗D1								
